85,74,2.39,Computer Science
86,55,3.12,Engineering
87,962,2.15,Arts
88,748,2.7,Computer Science
89,572,2.45,Law
90,24,3.44,Business
91,988,2.98,Medicine
92,22,3.5,Law
93,428,3.03,Arts
94,32,2.17,Mathematics
95,863,3.47,Business
96,339,3.67,Mathematics
97,947,3.81,Computer Science
98,981,3.14,Law
99,515,3.51,Engineering
100,512,3.5,Engineering
101,70,2.31,Business
102,672,2.33,Engineering
103,898,2.14,Medicine
104,88,2.64,Mathematics
105,877,2.95,Business
106,571,4,Business
107,764,2.86,Engineering
108,219,3.45,Business
109,713,3.39,Computer Science
110,589,2.41,Arts
111,767,2.12,Law
112,759,3.09,Arts
113,270,3.4,Mathematics
114,819,4,Law
115,651,2.72,Engineering
116,78,3.79,Medicine
117,592,2.76,Medicine
118,10,3.38,Engineering
119,468,3.2,Mathematics
120,336,2.11,Engineering
121,636,2.16,Business
122,186,2.04,Medicine
123,546,2.74,Arts
124,121,3.49,Engineering
125,592,2.35,Mathematics
126,718,3.21,Mathematics
127,565,2.58,Arts
128,668,3.59,Law
129,274,3.6,Arts
130,410,3.55,Mathematics
131,358,3.05,Medicine
132,647,2.57,Law
133,941,3.62,Arts
134,98,2.37,Business
135,241,2.58,Business
136,557,2.37,Medicine
137,711,3.35,Business
138,993,3.37,Engineering
139,803,3.31,Law
140,948,2.83,Medicine
141,114,2.2,Law
142,487,3.82,Mathematics
143,789,3.02,Arts
144,241,2.81,Engineering
145,156,3.18,Medicine
146,352,2.39,Arts
147,44,2.27,Arts
148,592,2.81,Arts
149,312,2.45,Arts
150,138,2.49,Arts
151,663,3.79,Medicine
152,944,3.06,Business
153,436,2.97,Arts
154,754,3.38,Mathematics
155,143,3.9,Mathematics
156,823,2.22,Engineering
157,299,3.67,Medicine
158,562,3.17,Computer Science
159,262,2.29,Business
160,512,2.59,Engineering
161,673,2.96,Mathematics
162,62,3.38,Arts
163,567,2.49,Medicine
164,423,3.07,Medicine
165,396,3.37,Arts
166,884,2.9,Mathematics
167,996,3.73,Engineering
168,31,3.74,Medicine
169,330,2.94,Law
170,949,3.95,Mathematics
171,802,2.15,Mathematics
172,169,2.01,Business
173,266,2.76,Engineering
174,308,3.2,Mathematics
175,459,3.26,Arts
176,185,2.95,Mathematics
177,334,2.25,Engineering
178,515,2.34,Law
179,441,3.7,Mathematics
180,673,3.74,Engineering
181,391,3.35,Mathematics
182,772,3.33,Computer Science
183,935,3.2,Arts
184,560,2.41,Business
185,254,2.86,Arts
186,586,3.39,Computer Science
187,335,3.07,Arts
188,400,2.04,Arts
189,166,3.91,Business
190,260,3.69,Computer Science
191,4,2.52,Arts
192,888,3.23,Law
193,119,3.85,Mathematics
194,996,2.19,Arts
195,923,3.01,Medicine
196,470,2.91,Arts
197,470,2.82,Business
198,785,3.67,Medicine
199,493,2.76,Law
200,738,2.13,Mathematics
201,864,2.13,Law
202,500,2.09,Law
203,70,2.82,Computer Science
204,694,3.44,Law
205,865,2.41,Engineering
206,776,3.29,Business
207,370,3.37,Computer Science
208,181,2.51,Medicine
209,996,3.2,Engineering
210,5,3.37,Computer Science
211,197,2.93,Business
212,47,2.67,Medicine
213,970,3.24,Business
214,552,3.96,Business
215,634,2.85,Medicine
216,647,2.78,Law
217,140,2.93,Arts
218,862,2.15,Business
219,665,3.11,Law
220,540,2.66,Mathematics
221,427,2.24,Medicine
222,589,2.93,Business
223,687,2.01,Arts
224,561,2.8,Mathematics
225,854,2.21,Medicine
226,310,2.05,Computer Science
227,274,3.65,Computer Science
228,539,3.83,Law
229,840,2.42,Computer Science
230,390,3.08,Engineering
231,459,2.56,Business
232,733,2.99,Business
233,634,2.87,Medicine
234,361,2.54,Engineering
235,69,3.4,Business
236,583,2.25,Medicine
237,662,2.11,Arts
238,699,3.54,Business
239,431,3.33,Law
240,885,3,Business
241,758,2.94,Arts
242,708,2.99,Arts
243,32,2.87,Business
244,979,2.79,Arts
245,621,3,Medicine
246,865,3.06,Business
247,513,3.38,Business
248,182,3.42,Computer Science
249,686,2.76,Law
250,681,2.83,Business
251,248,2.75,Mathematics
252,620,3.07,Computer Science
253,882,2.91,Arts
254,297,3.78,Law
255,776,3.39,Law
256,928,3.8,Arts
257,30,3.42,Medicine
258,302,3.94,Computer Science
259,476,3.27,Business
260,873,3.93,Computer Science
261,948,2.32,Arts
262,352,2.1,Arts
263,985,3.16,Mathematics
264,482,3.97,Medicine
265,317,2.84,Law
266,737,2.42,Law
267,397,3.04,Arts
268,89,3.3,Computer Science
269,234,2.63,Law
270,168,3.43,Mathematics
271,743,3.95,Mathematics
272,126,3.79,Business
273,573,2.58,Business
274,120,2.65,Computer Science
275,428,2.74,Medicine
276,190,2.79,Business
277,633,2.2,Computer Science
278,428,3.52,Computer Science
279,560,2.73,Arts
280,202,3.76,Law
281,59,3.85,Arts
282,697,2.05,Law
283,223,3.98,Medicine
284,492,3.42,Medicine
285,11,3.04,Medicine
286,793,2.78,Computer Science
287,701,3.04,Computer Science
288,512,2.65,Arts
289,814,3.25,Business
290,310,2.19,Mathematics
291,749,3.24,Law
292,34,2.55,Law
293,340,2.04,Medicine
294,647,3.11,Law
295,481,3.16,Engineering
296,574,2.85,Medicine
297,825,2.14,Mathematics
298,739,3.79,Law
299,93,3.22,Arts
300,628,2.23,Law
301,844,3.02,Computer Science
302,133,2.99,Arts
303,844,2.12,Arts
304,989,3.21,Arts
305,419,3.62,Engineering
306,468,3.5,Engineering
307,805,2.41,Law
308,444,3.72,Medicine
309,705,2.69,Law
310,912,3.89,Law
311,30,2.14,Law
312,969,2.97,Mathematics
313,298,3.19,Computer Science
314,61,2.5,Arts
315,458,3.54,Business
316,973,3.25,Mathematics
317,304,2.04,Medicine
318,958,3.22,Medicine
319,340,2.98,Arts
320,861,2.39,Medicine
321,448,3.99,Arts
322,953,3.79,Medicine
323,836,2.59,Law
324,302,3.08,Computer Science
325,881,2.63,Mathematics
326,540,3.55,Mathematics
327,485,3.86,Medicine
328,77,2.72,Mathematics
329,633,3.61,Medicine
330,515,3,Business
331,549,2.79,Mathematics
332,944,3.88,Computer Science
333,659,3.02,Mathematics
334,92,2.93,Law
335,851,3.34,Computer Science
336,785,2.52,Mathematics
337,466,2.65,Computer Science
338,466,3.86,Mathematics
339,889,3.36,Medicine
340,599,3.65,Engineering
341,40,2.54,Medicine
342,690,3.09,Arts
343,329,3.94,Mathematics
344,285,2.64,Business
345,947,2.32,Computer Science
346,554,3.02,Arts
347,797,2.78,Law
348,66,2.32,Arts
349,636,3.78,Engineering
350,657,3.98,Mathematics
351,632,3.14,Computer Science
352,109,3.55,Medicine
353,415,3.72,Computer Science
354,92,3.4,Business
355,368,2.09,Computer Science
356,820,2.32,Arts
357,423,2.14,Arts
358,572,2.02,Medicine
359,862,2.61,Medicine
360,739,2.78,Medicine
361,240,2.48,Law
362,435,2.13,Mathematics
363,212,3.06,Business
364,400,2.55,Law
365,610,3.59,Law
366,526,2.02,Law
367,730,3.69,Computer Science
368,468,3.91,Engineering
369,170,3.43,Mathematics
370,819,3.47,Computer Science
371,792,3.87,Medicine
372,875,2.42,Business
373,210,3.99,Law
374,256,3.55,Computer Science
375,683,3.45,Mathematics
376,73,2.72,Arts
377,147,3.09,Mathematics
378,340,3.31,Law
379,317,3.24,Mathematics
380,618,3.41,Computer Science
381,606,2.16,Arts
382,575,2.71,Computer Science
383,154,2.87,Computer Science
384,255,2.52,Law
385,351,2.35,Computer Science
386,547,2.28,Medicine
387,835,2.73,Mathematics
388,312,2.99,Arts
389,808,2.13,Business
390,765,3.89,Engineering
391,669,3.53,Mathematics
392,134,3.46,Law
393,948,2.35,Arts
394,129,3.21,Medicine
395,436,3.06,Arts
396,280,3.96,Business
397,358,3.5,Law
398,930,3.15,Arts
399,883,3.7,Mathematics
400,252,2.31,Medicine
401,135,2.03,Law
402,843,3.38,Medicine
403,523,2.2,Law
404,804,2.23,Engineering
405,660,3.49,Business
406,319,2.54,Engineering
407,80,3.26,Mathematics
408,191,3.83,Mathematics
409,453,2.63,Mathematics
410,344,2.43,Computer Science
411,30,2.21,Mathematics
412,414,2.26,Medicine
413,871,2.12,Engineering
414,368,2.18,Medicine
415,741,2.86,Law
416,993,2.64,Medicine
417,596,3.41,Computer Science
418,502,3.74,Medicine
419,662,3.57,Law
420,873,3.06,Law
421,701,2.2,Engineering
422,21,3.42,Mathematics
423,549,2.73,Business
424,246,2.17,Arts
425,283,3.68,Engineering
426,614,2.68,Computer Science
427,931,2.44,Arts
428,806,3.74,Medicine
429,232,3.8,Engineering
430,316,2.68,Arts
431,838,2.71,Mathematics
432,800,3.16,Mathematics
433,336,3.47,Engineering
434,988,2.13,Mathematics
435,976,3.19,Medicine
436,411,3.91,Law
437,245,2.52,Engineering
438,387,3.82,Computer Science
439,689,3.9,Arts
440,725,2.54,Arts
441,358,3.51,Arts
442,614,2.48,Engineering
443,798,3.48,Medicine
444,22,3.59,Engineering
445,19,2.49,Engineering
446,287,3.43,Mathematics
447,276,3.62,Law
448,659,2.72,Arts
449,898,2.34,Medicine
450,552,2.18,Business
451,679,3.15,Medicine
452,603,3.96,Mathematics
453,72,3.65,Engineering
454,365,2.87,Computer Science
455,950,3.07,Medicine
456,795,2.56,Arts
457,335,2.33,Computer Science
458,652,2.96,Business
459,751,2.93,Business
460,590,3.04,Computer Science
461,199,3.91,Mathematics
462,17,3.21,Business
463,218,3.21,Computer Science
464,741,2.26,Engineering
465,852,3.99,Computer Science
466,650,3.55,Engineering
467,147,3.75,Mathematics
468,210,2.83,Arts
469,670,3,Arts
470,414,3.04,Business
471,665,2.39,Law
472,856,3.38,Law
473,330,3.81,Computer Science
474,895,2.33,Mathematics
475,962,2.17,Engineering
476,870,3.48,Arts
477,352,2.55,Mathematics
478,163,3.25,Arts
479,819,3.39,Arts
480,101,2.64,Business
481,327,3.63,Arts
482,327,3.1,Law
483,155,3.74,Medicine
484,10,3.53,Business
485,353,3.74,Computer Science
486,939,2.04,Medicine
487,183,2.49,Business
488,455,2.18,Mathematics
489,646,2.88,Business
490,6,3.78,Engineering
491,333,2.94,Medicine
492,944,3.7,Medicine
493,333,2.65,Law
494,258,2.68,Medicine
495,211,3.79,Arts
496,51,2.85,Law
497,445,3.58,Mathematics
498,659,2.47,Arts
499,377,3.9,Law
500,640,3.15,Computer Science
501,486,3.52,Mathematics
502,770,2.18,Law
503,51,2.99,Computer Science
504,154,3.8,Law
505,582,3.75,Computer Science
506,788,2.09,Arts
507,791,2.61,Mathematics
508,310,2.89,Mathematics
509,399,2.34,Law
510,134,3.46,Engineering
511,220,2.37,Law
512,163,2.69,Computer Science
513,971,3.33,Mathematics
514,648,2.96,Business
515,569,3.48,Arts
516,502,3.92,Engineering
517,946,2.23,Business
518,689,3.42,Business
519,115,2.46,Arts
520,499,2.83,Law
521,472,2.07,Medicine
522,149,2.27,Engineering
523,241,2.64,Law
524,123,2.68,Arts
525,804,3.8,Medicine
526,839,3.48,Arts
527,69,3.94,Arts
528,826,3.2,Business
529,63,2.48,Mathematics
530,733,2.66,Law
531,16,2.64,Arts
532,390,2.65,Law
533,590,3.35,Medicine
534,634,3.06,Business
535,948,2.77,Medicine
536,258,2.3,Medicine
537,217,2.04,Business
538,479,2.44,Law
539,114,2.21,Medicine
540,882,3.57,Computer Science
541,973,2.22,Law
542,380,3.45,Mathematics
543,658,2.77,Mathematics
544,977,2.15,Arts
545,237,3.63,Business
546,476,3.16,Mathematics
547,972,2.47,Business
548,931,3.79,Law
549,598,2.09,Computer Science
550,679,2.4,Computer Science
551,129,3.5,Computer Science
552,510,3.42,Computer Science
553,165,2.58,Engineering
554,277,2.12,Business
555,257,3.72,Medicine
556,132,2.63,Business
557,992,2.39,Mathematics
558,570,3.03,Business
559,257,3.82,Business
560,141,2.09,Computer Science
561,686,3.53,Computer Science
562,687,3.14,Engineering
563,209,2.85,Law
564,716,3.49,Business
565,519,3.93,Arts
566,51,2.46,Law
567,503,2.29,Mathematics
568,259,3.83,Engineering
569,178,3.34,Mathematics
570,922,2.88,Computer Science
571,543,3.15,Mathematics
572,356,3.49,Business
573,318,3.55,Computer Science
574,666,3.84,Law
575,963,2.85,Medicine
576,364,2.59,Computer Science
577,55,3.28,Computer Science
578,156,2.83,Engineering
579,44,3.19,Medicine
580,593,2.84,Law
581,678,2.31,Arts
582,542,2.94,Arts
583,322,3.38,Arts
584,648,3.6,Business
585,14,2.99,Arts
586,357,2.33,Business
587,483,2.83,Law
588,618,3.57,Law
589,359,2.83,Computer Science
590,318,3.39,Arts
591,75,3.01,Engineering
592,959,2.48,Law
593,591,3.59,Medicine
594,194,2.17,Medicine
595,997,3.05,Law
596,363,2.42,Computer Science
597,96,2.13,Mathematics
598,40,3.01,Medicine
599,768,3,Medicine
600,397,3.41,Mathematics
601,107,3.49,Computer Science
602,17,3.46,Mathematics
603,527,2.82,Computer Science
604,929,3.26,Computer Science
605,784,3.15,Engineering
606,499,2.84,Computer Science
607,525,3.19,Computer Science
608,759,3.89,Computer Science
609,726,2.39,Law
610,663,3.81,Arts
611,804,2.11,Law
612,43,2.62,Arts
613,946,2.58,Engineering
614,626,3.25,Engineering
615,842,2.26,Medicine
616,593,3.76,Mathematics
617,350,3.66,Mathematics
618,653,3.3,Law
619,30,2.92,Arts
620,441,3.87,Engineering
621,542,3.66,Engineering
622,455,3,Law
623,778,3.4,Medicine
624,611,3.13,Computer Science
625,962,3.18,Business
626,94,2.66,Medicine
627,723,2.92,Mathematics
628,295,2.16,Mathematics
629,549,2.71,Business
630,899,3.39,Medicine
631,89,3.91,Medicine
632,930,3.93,Computer Science
633,503,3.11,Engineering
634,767,3.21,Arts
635,214,2.37,Medicine
636,422,3.39,Computer Science
637,526,2.14,Mathematics
638,192,2.57,Business
639,807,3.34,Law
640,694,2.62,Mathematics
641,642,2.1,Law
642,224,3.66,Engineering
643,555,2.62,Law
644,693,2.13,Medicine
645,387,2.15,Business
646,681,2.5,Medicine
647,776,2.36,Law
648,474,3.55,Arts
649,608,2.64,Mathematics
650,203,3.61,Law
651,447,2.35,Arts
652,833,2.99,Law
653,847,3.38,Engineering
654,900,3.3,Business
655,68,3.2,Arts
656,92,3.85,Computer Science
657,778,2.46,Engineering
658,843,2.99,Medicine
659,178,3.77,Law
660,663,2.16,Business
661,829,2.11,Business
662,559,2.47,Law
663,3,3.27,Computer Science
664,999,2.52,Mathematics
665,103,2.38,Mathematics
666,273,2.92,Arts
667,534,3.23,Law
668,116,2.5,Business
669,859,2.6,Computer Science
670,912,3.23,Mathematics
671,464,3.89,Computer Science
672,104,3.35,Mathematics
673,259,3.57,Medicine
674,308,2.73,Computer Science
675,367,2.54,Engineering
676,929,2.91,Business
677,810,3.61,Engineering
678,642,2.91,Mathematics
679,807,3.69,Computer Science
680,302,3.98,Computer Science
681,560,2.14,Engineering
682,27,2.09,Medicine
683,508,2.3,Computer Science
684,527,2.77,Engineering
685,775,2.26,Engineering
686,365,3.74,Business
687,953,2.05,Medicine
688,298,2.63,Arts
689,777,2.37,Engineering
690,361,3.86,Business
691,646,3.34,Arts
692,504,3.82,Business
693,953,3.94,Business
694,588,2.99,Law
695,30,2.47,Medicine
696,439,2.39,Computer Science
697,340,2.45,Medicine
698,126,3.42,Arts
699,596,2.08,Law
700,566,2.1,Medicine
701,366,3.22,Computer Science
702,795,3.28,Medicine
703,852,3.33,Medicine
704,443,2.74,Medicine
705,263,3.61,Engineering
706,936,3.07,Engineering
707,872,2.21,Medicine
708,222,3.59,Computer Science
709,840,3.91,Mathematics
710,2,2.12,Computer Science
711,910,2.78,Computer Science
712,394,2.98,Computer Science
713,306,2.29,Law
714,146,3.74,Law
715,530,2.57,Business
716,528,3.57,Medicine
717,308,3.34,Mathematics
718,965,3.2,Mathematics
719,948,2.38,Medicine
720,671,2.44,Business
721,997,2.09,Computer Science
722,340,2.48,Arts
723,919,2.69,Arts
724,352,3.67,Business
725,810,2.73,Mathematics
726,209,3.51,Arts
727,958,2.88,Engineering
728,205,3.57,Medicine
729,625,3.95,Arts
730,690,2.48,Law
731,973,3.72,Law
732,721,3.24,Mathematics
733,636,3.63,Mathematics
734,15,3.3,Engineering
735,858,2.85,Medicine
736,428,2.46,Engineering
737,476,2.14,Medicine
738,298,3.07,Medicine
739,557,3.98,Mathematics
740,94,3.48,Arts
741,107,2.65,Law
742,419,3.65,Business
743,278,3.54,Arts
744,128,2.56,Mathematics
745,970,2.03,Computer Science
746,459,2.24,Engineering
747,38,3.75,Mathematics
748,609,3.67,Computer Science
749,198,2.59,Medicine
750,704,2.57,Mathematics
751,357,3.59,Arts
752,7,3.88,Computer Science
753,556,3.56,Computer Science
754,332,3.21,Law
755,519,2.49,Mathematics
756,194,3.05,Computer Science
757,316,2.47,Law
758,1,3.62,Law
759,62,2.77,Medicine
760,343,3.67,Law
761,601,2.76,Medicine
762,18,3.65,Law
763,620,2.67,Law
764,647,2.88,Mathematics
765,371,3.23,Mathematics
766,822,2.14,Medicine
767,579,3.9,Computer Science
768,605,3.15,Engineering
769,650,3.02,Arts
770,701,3.68,Arts
771,571,3.73,Medicine
772,699,3.04,Computer Science
773,235,3.85,Mathematics
774,69,2.13,Mathematics
775,447,2.23,Engineering
776,610,3.19,Business
777,8,2.71,Mathematics
778,462,2.93,Medicine
779,1000,2.66,Business
780,311,2.81,Arts
781,134,3.65,Arts
782,385,3.19,Mathematics
783,56,3.99,Engineering
784,993,3.57,Engineering
785,360,2.55,Business
786,971,2.53,Mathematics
787,114,2.67,Arts
788,88,3.69,Engineering
789,138,2.05,Engineering
790,108,2.46,Arts
791,500,3.81,Mathematics
792,535,3.28,Arts
793,144,2.45,Computer Science
794,869,2.44,Law
795,656,3.73,Engineering
796,56,3.79,Business
797,620,2.51,Mathematics
798,863,2.84,Medicine
799,6,3.67,Medicine
800,542,3.54,Arts
801,447,3.63,Law
802,997,3.04,Mathematics
803,385,3.82,Mathematics
804,307,2.65,Business
805,874,2.31,Computer Science
806,857,3.42,Engineering
807,639,3.08,Computer Science
808,302,3.71,Mathematics
809,633,2.16,Business
810,405,3.69,Computer Science
811,611,2.59,Arts
812,678,3.31,Medicine
813,837,2.08,Arts
814,831,3.22,Engineering
815,753,3.43,Arts
816,562,2.74,Business
817,780,2.43,Mathematics
818,837,3.08,Business
819,510,3.67,Engineering
820,73,2.65,Engineering
821,812,2.5,Medicine
822,564,2.56,Computer Science
823,265,3.9,Medicine
824,227,2.72,Arts
825,193,2.01,Computer Science
826,374,3.56,Engineering
827,751,3.4,Business
828,10,2.26,Arts
829,302,3.97,Medicine
830,359,3.22,Mathematics
831,740,3,Law
832,954,2.76,Law
833,805,3.8,Engineering
834,52,2.49,Mathematics
835,752,2.57,Computer Science
836,99,2.24,Law
837,593,3.52,Computer Science
838,13,3.19,Business
839,390,3.22,Engineering
840,954,2.44,Engineering
841,357,3.3,Arts
842,640,3.53,Arts
843,816,2.72,Mathematics
844,928,3.6,Computer Science
845,11,2.7,Law
846,81,3.52,Law
847,261,2.07,Medicine
848,6,3.1,Computer Science
849,458,3.94,Law
850,373,3.96,Arts
851,481,2.56,Arts
852,222,2.88,Arts
853,917,2.13,Computer Science
854,810,3.75,Engineering
855,81,3.14,Mathematics
856,923,2.77,Medicine
857,515,2.23,Medicine
858,60,3.89,Arts
859,221,3.06,Business
860,962,2.57,Computer Science
861,349,2.7,Law
862,561,2.54,Law
863,228,3.2,Mathematics
864,290,3.86,Engineering
865,293,3.71,Arts
866,810,2.92,Business
867,193,3.65,Arts
868,956,2.85,Business
869,474,2.5,Medicine
870,257,3.97,Business
871,955,2.61,Medicine
872,506,2.65,Medicine
873,388,3.98,Computer Science
874,615,2.27,Mathematics
875,398,3.52,Business
876,366,3.87,Engineering
877,658,3.02,Engineering
878,290,2.01,Business
879,769,2.75,Mathematics
880,309,2.22,Computer Science
881,278,2.83,Engineering
882,464,3.58,Arts
883,189,2.88,Engineering
884,918,2.86,Computer Science
885,178,3.11,Medicine
886,528,3.16,Medicine
887,924,3.71,Medicine
888,988,2.62,Computer Science
889,375,3.64,Medicine
890,598,3.13,Mathematics
891,760,2.6,Medicine
892,454,2.59,Computer Science
893,217,2.72,Arts
894,42,3.25,Engineering
895,194,2.46,Computer Science
896,327,3.84,Computer Science
897,373,3.15,Business
898,465,3.84,Medicine
899,163,2.09,Law
900,276,2.69,Arts
901,364,2.05,Law
902,642,2.54,Business
903,775,3.72,Arts
904,480,2.07,Medicine
905,689,2.87,Law
906,979,2.24,Medicine
907,460,2.83,Medicine
908,265,3.68,Engineering
909,539,3.25,Arts
910,974,3.47,Arts
911,386,2.7,Business
912,85,3.89,Computer Science
913,708,3.42,Medicine
914,316,2.84,Medicine
915,243,2.85,Law
916,469,3.84,Business
917,880,3.15,Arts
918,342,3.41,Engineering
919,177,2.83,Arts
920,130,2.45,Engineering
921,657,3.45,Engineering
922,83,3.22,Arts
923,360,3,Law
924,88,3.25,Medicine
925,532,2.42,Engineering
926,742,3.59,Law
927,972,3.9,Business
928,985,3.78,Business
929,638,2.64,Engineering
930,471,2.81,Medicine
931,498,3.62,Engineering
932,507,3.19,Business
933,354,3.1,Mathematics
934,416,3.85,Business
935,51,3.07,Arts
936,600,3.03,Mathematics
937,682,2.08,Medicine
938,63,2.14,Arts
939,89,2.01,Mathematics
940,701,3.83,Law
941,190,2.82,Mathematics
942,899,2.94,Law
943,601,3.69,Law
944,348,3.22,Mathematics
945,844,3.22,Mathematics
946,538,2.59,Computer Science
947,176,3.67,Mathematics
948,364,2.33,Law
949,776,2.11,Engineering
950,901,2.38,Arts
951,907,2.54,Law
952,554,2.56,Medicine
953,483,3.34,Mathematics
954,987,2.44,Law
955,119,3.35,Engineering
956,169,2.18,Mathematics
957,620,2.29,Engineering
958,998,3.02,Engineering
959,147,3.84,Engineering
960,688,3.72,Engineering
961,437,3.94,Medicine
962,439,3.3,Computer Science
963,888,3.35,Business
964,189,3.25,Computer Science
965,160,3.25,Business
966,814,2.29,Arts
967,860,3.09,Mathematics
968,932,2.77,Engineering
969,402,2.89,Arts
970,586,3.05,Arts
971,864,2.26,Mathematics
972,18,2.72,Business
973,140,2.13,Medicine
974,115,3.96,Engineering
975,328,2.24,Law
976,225,2.52,Mathematics
977,558,3.78,Mathematics
978,439,2.97,Arts
979,550,2.27,Computer Science
980,718,2.77,Engineering
981,386,2.23,Medicine
982,521,2.4,Engineering
983,253,2.1,Law
984,620,2.88,Law
985,901,3.61,Arts
986,98,3.17,Computer Science
987,787,3.21,Arts
988,71,2.4,Medicine
989,551,2.69,Business
990,810,3.69,Law
991,913,2.18,Computer Science
992,447,3.72,Law
993,90,2.97,Medicine
994,430,3.67,Medicine
995,219,2.64,Law
996,107,2.68,Arts
997,476,3.5,Law
998,916,3.57,Arts
999,454,2.46,Law
1000,904,3.95,Arts
1001,608,2.17,Business
1002,915,2.14,Engineering
1003,544,3.19,Engineering
1004,126,3.45,Arts
1005,147,3.92,Arts
1006,280,2.81,Mathematics
1007,24,2.05,Mathematics
1008,952,3.21,Business
1009,721,2.58,Engineering
1010,120,2.87,Business
1011,786,2.98,Mathematics
1012,652,2.13,Mathematics
1013,297,2.97,Medicine
1014,855,2.85,Law
1015,944,3.43,Mathematics
1016,82,3.29,Engineering
1017,448,2.37,Arts
1018,912,2.41,Computer Science
1019,720,2.5,Mathematics
1020,996,2.36,Medicine
1021,919,3.31,Law
1022,470,3.99,Computer Science
1023,423,3.3,Business
1024,545,3.21,Law
1025,24,2.82,Business
1026,61,2.63,Business
1027,823,3.82,Arts
1028,701,3.94,Business
1029,84,2.99,Mathematics
1030,225,2.58,Computer Science
1031,991,3.54,Medicine
1032,680,2.26,Mathematics
1033,186,3.53,Arts
1034,375,3.64,Medicine
1035,72,2.25,Business
1036,74,3.95,Engineering
1037,897,3.97,Law
1038,341,3.87,Arts
1039,153,2.99,Business
1040,96,2.49,Arts
1041,565,3.16,Engineering
1042,445,2.84,Computer Science
1043,686,2.41,Mathematics
1044,110,2.85,Computer Science
1045,458,3.33,Law
1046,828,2.14,Computer Science
1047,51,2.67,Mathematics
1048,377,2.04,Mathematics
1049,765,3.5,Engineering
1050,73,3.28,Medicine
1051,212,2.13,Engineering
1052,432,3.93,Engineering
1053,724,2.05,Business
1054,763,3.18,Computer Science
1055,168,3.55,Arts
1056,775,3.58,Mathematics
1057,331,2.07,Law
1058,981,3.81,Medicine
1059,742,3.84,Mathematics
1060,751,3.12,Arts
1061,787,2.96,Business
1062,494,2.09,Business
1063,143,3.12,Medicine
1064,582,2.82,Arts
1065,445,3.55,Medicine
1066,824,2.81,Medicine
1067,394,3.37,Computer Science
1068,512,2.2,Arts
1069,686,2.27,Computer Science
1070,848,2.28,Mathematics
1071,621,2.09,Computer Science
1072,715,3.08,Mathematics
1073,697,3.59,Law
1074,803,3.22,Computer Science
1075,328,3.15,Engineering
1076,604,3.36,Business
1077,259,2.68,Business
1078,834,2.72,Engineering
1079,437,2.63,Mathematics
1080,718,3.42,Mathematics
1081,564,2.32,Medicine
1082,349,2.03,Arts
1083,693,3.19,Arts
1084,950,3.88,Arts
1085,815,3.22,Computer Science
1086,515,3.57,Arts
1087,449,3.35,Arts
1088,399,2.99,Mathematics
1089,596,3.44,Arts
1090,214,3.65,Business
1091,546,2.45,Engineering
1092,562,2.67,Law
1093,289,2.45,Mathematics
1094,841,2.9,Medicine
1095,259,3.77,Engineering
1096,258,2.69,Arts
1097,388,2.75,Medicine
1098,784,3.72,Medicine
1099,694,3.03,Engineering
1100,545,3.07,Engineering
1101,265,3.72,Engineering
1102,313,2.98,Mathematics
1103,40,3.36,Mathematics
1104,998,2.17,Law
1105,820,2.36,Engineering
