91,S00091,2,5,91
92,S00092,8,1,92
93,S00093,3,2,93
94,S00094,2,2,94
95,S00095,1,7,95
96,S00096,10,7,96
97,S00097,2,6,97
98,S00098,2,8,98
99,S00099,4,4,99
100,S00100,1,9,100
101,S00101,1,8,101
102,S00102,6,3,102
103,S00103,5,3,103
104,S00104,1,9,104
105,S00105,6,9,105
106,S00106,8,5,106
107,S00107,5,10,107
108,S00108,3,1,108
109,S00109,3,3,109
110,S00110,2,5,110
111,S00111,9,4,111
112,S00112,9,4,112
113,S00113,7,1,113
114,S00114,1,6,114
115,S00115,1,10,115
116,S00116,4,4,116
117,S00117,2,1,117
118,S00118,3,10,118
119,S00119,2,6,119
120,S00120,1,5,120
121,S00121,3,5,121
122,S00122,7,2,122
123,S00123,10,1,123
124,S00124,9,7,124
125,S00125,10,5,125
126,S00126,9,3,126
127,S00127,8,6,127
128,S00128,6,3,128
129,S00129,1,6,129
130,S00130,8,6,130
131,S00131,8,9,131
132,S00132,9,8,132
133,S00133,10,1,133
134,S00134,6,7,134
135,S00135,3,9,135
136,S00136,6,2,136
137,S00137,8,9,137
138,S00138,7,6,138
139,S00139,8,3,139
140,S00140,3,8,140
141,S00141,8,7,141
142,S00142,5,8,142
143,S00143,7,8,143
144,S00144,4,7,144
145,S00145,3,1,145
146,S00146,6,10,146
147,S00147,9,10,147
148,S00148,4,10,148
149,S00149,9,8,149
150,S00150,3,5,150
151,S00151,6,2,151
152,S00152,5,2,152
153,S00153,9,2,153
154,S00154,6,9,154
155,S00155,2,5,155
156,S00156,4,3,156
157,S00157,5,6,157
158,S00158,9,9,158
159,S00159,1,9,159
160,S00160,9,9,160
161,S00161,10,10,161
162,S00162,1,4,162
163,S00163,1,5,163
164,S00164,4,1,164
165,S00165,6,10,165
166,S00166,2,6,166
167,S00167,1,2,167
168,S00168,4,7,168
169,S00169,8,4,169
170,S00170,6,4,170
171,S00171,5,9,171
172,S00172,1,1,172
173,S00173,3,6,173
174,S00174,7,2,174
175,S00175,10,6,175
176,S00176,3,7,176
177,S00177,5,3,177
178,S00178,6,4,178
179,S00179,9,2,179
180,S00180,3,7,180
181,S00181,6,9,181
182,S00182,2,5,182
183,S00183,9,5,183
184,S00184,9,9,184
185,S00185,7,8,185
186,S00186,9,1,186
187,S00187,4,2,187
188,S00188,10,7,188
189,S00189,1,3,189
190,S00190,1,6,190
191,S00191,2,1,191
192,S00192,10,8,192
193,S00193,3,2,193
194,S00194,2,1,194
195,S00195,4,2,195
196,S00196,8,8,196
197,S00197,3,10,197
198,S00198,4,5,198
199,S00199,2,9,199
200,S00200,1,3,200
201,S00201,8,8,201
202,S00202,7,4,202
203,S00203,10,7,203
204,S00204,2,10,204
205,S00205,8,10,205
206,S00206,10,8,206
207,S00207,3,3,207
208,S00208,7,3,208
209,S00209,1,1,209
210,S00210,3,8,210
211,S00211,9,2,211
212,S00212,4,7,212
213,S00213,1,7,213
214,S00214,6,7,214
215,S00215,1,4,215
216,S00216,10,7,216
217,S00217,1,10,217
218,S00218,2,8,218
219,S00219,3,9,219
220,S00220,2,7,220
221,S00221,8,6,221
222,S00222,6,5,222
223,S00223,1,10,223
224,S00224,6,10,224
225,S00225,1,7,225
226,S00226,9,10,226
227,S00227,3,2,227
228,S00228,1,5,228
229,S00229,1,8,229
230,S00230,2,6,230
231,S00231,6,6,231
232,S00232,1,1,232
233,S00233,7,2,233
234,S00234,4,3,234
235,S00235,7,7,235
236,S00236,4,10,236
237,S00237,4,6,237
238,S00238,4,5,238
239,S00239,10,9,239
240,S00240,10,10,240
241,S00241,8,7,241
242,S00242,2,9,242
243,S00243,8,3,243
244,S00244,10,8,244
245,S00245,1,9,245
246,S00246,7,2,246
247,S00247,7,4,247
248,S00248,6,2,248
249,S00249,4,7,249
250,S00250,5,4,250
251,S00251,1,6,251
252,S00252,2,8,252
253,S00253,10,6,253
254,S00254,7,4,254
255,S00255,2,6,255
256,S00256,8,1,256
257,S00257,7,6,257
258,S00258,10,10,258
259,S00259,8,8,259
260,S00260,4,4,260
261,S00261,1,9,261
262,S00262,7,6,262
263,S00263,1,6,263
264,S00264,7,4,264
265,S00265,9,8,265
266,S00266,5,5,266
267,S00267,2,1,267
268,S00268,1,7,268
269,S00269,8,8,269
270,S00270,4,6,270
271,S00271,8,7,271
272,S00272,2,7,272
273,S00273,3,4,273
274,S00274,3,4,274
275,S00275,4,1,275
276,S00276,9,2,276
277,S00277,9,3,277
278,S00278,5,5,278
279,S00279,7,10,279
280,S00280,9,9,280
281,S00281,1,5,281
282,S00282,2,6,282
283,S00283,6,7,283
284,S00284,3,4,284
285,S00285,7,8,285
286,S00286,5,6,286
287,S00287,10,1,287
288,S00288,8,6,288
289,S00289,1,2,289
290,S00290,9,4,290
291,S00291,10,4,291
292,S00292,6,10,292
293,S00293,5,10,293
294,S00294,8,5,294
295,S00295,4,10,295
296,S00296,9,2,296
297,S00297,5,6,297
298,S00298,1,3,298
299,S00299,8,9,299
300,S00300,9,6,300
301,S00301,5,3,301
302,S00302,5,3,302
303,S00303,6,5,303
304,S00304,9,6,304
305,S00305,5,4,305
306,S00306,2,5,306
307,S00307,3,3,307
308,S00308,10,10,308
309,S00309,3,4,309
310,S00310,9,8,310
311,S00311,8,8,311
312,S00312,6,1,312
313,S00313,5,4,313
314,S00314,10,2,314
315,S00315,2,4,315
316,S00316,9,5,316
317,S00317,10,1,317
318,S00318,8,5,318
319,S00319,5,7,319
320,S00320,6,5,320
321,S00321,9,7,321
322,S00322,1,9,322
323,S00323,4,8,323
324,S00324,5,1,324
325,S00325,9,10,325
326,S00326,5,10,326
327,S00327,5,2,327
328,S00328,3,6,328
329,S00329,8,5,329
330,S00330,7,1,330
331,S00331,8,2,331
332,S00332,4,3,332
333,S00333,8,10,333
334,S00334,10,5,334
335,S00335,4,7,335
336,S00336,1,6,336
337,S00337,4,3,337
338,S00338,5,6,338
339,S00339,10,4,339
340,S00340,8,3,340
341,S00341,10,4,341
342,S00342,6,8,342
343,S00343,10,1,343
344,S00344,5,3,344
345,S00345,3,10,345
346,S00346,4,8,346
347,S00347,6,10,347
348,S00348,6,9,348
349,S00349,6,3,349
350,S00350,2,9,350
351,S00351,8,10,351
352,S00352,8,10,352
353,S00353,6,4,353
354,S00354,4,4,354
355,S00355,2,7,355
356,S00356,6,6,356
357,S00357,6,10,357
358,S00358,10,3,358
359,S00359,3,8,359
360,S00360,2,5,360
361,S00361,4,2,361
362,S00362,8,10,362
363,S00363,5,3,363
364,S00364,3,7,364
365,S00365,5,10,365
366,S00366,9,9,366
367,S00367,8,1,367
368,S00368,10,6,368
369,S00369,7,9,369
370,S00370,4,7,370
371,S00371,2,3,371
372,S00372,9,7,372
373,S00373,3,2,373
374,S00374,6,10,374
375,S00375,7,2,375
376,S00376,3,1,376
377,S00377,3,3,377
378,S00378,3,1,378
379,S00379,3,8,379
380,S00380,3,8,380
381,S00381,7,4,381
382,S00382,5,1,382
383,S00383,4,2,383
384,S00384,6,2,384
385,S00385,8,2,385
386,S00386,2,9,386
387,S00387,3,7,387
388,S00388,2,9,388
389,S00389,7,10,389
390,S00390,2,10,390
391,S00391,5,2,391
392,S00392,10,5,392
393,S00393,9,1,393
394,S00394,8,2,394
395,S00395,8,4,395
396,S00396,3,10,396
397,S00397,1,1,397
398,S00398,2,8,398
399,S00399,7,6,399
400,S00400,4,1,400
401,S00401,10,9,401
402,S00402,5,1,402
403,S00403,1,4,403
404,S00404,2,5,404
405,S00405,9,9,405
406,S00406,6,2,406
407,S00407,7,9,407
408,S00408,5,1,408
409,S00409,9,4,409
410,S00410,10,7,410
411,S00411,5,4,411
412,S00412,6,8,412
413,S00413,10,7,413
414,S00414,9,6,414
415,S00415,5,5,415
416,S00416,4,10,416
417,S00417,5,3,417
418,S00418,5,8,418
419,S00419,5,4,419
420,S00420,1,8,420
421,S00421,5,1,421
422,S00422,5,2,422
423,S00423,1,2,423
424,S00424,4,6,424
425,S00425,8,5,425
426,S00426,4,10,426
427,S00427,7,10,427
428,S00428,6,7,428
429,S00429,5,2,429
430,S00430,9,9,430
431,S00431,8,2,431
432,S00432,5,1,432
433,S00433,10,2,433
434,S00434,7,3,434
435,S00435,9,6,435
436,S00436,7,7,436
437,S00437,3,6,437
438,S00438,10,1,438
439,S00439,5,9,439
440,S00440,9,8,440
441,S00441,9,2,441
442,S00442,8,1,442
443,S00443,6,7,443
444,S00444,7,3,444
445,S00445,7,3,445
446,S00446,1,10,446
447,S00447,8,9,447
448,S00448,6,2,448
449,S00449,7,5,449
450,S00450,10,4,450
451,S00451,10,1,451
452,S00452,2,6,452
453,S00453,7,6,453
454,S00454,8,1,454
455,S00455,5,7,455
456,S00456,1,6,456
457,S00457,6,4,457
458,S00458,3,7,458
459,S00459,5,3,459
460,S00460,9,10,460
461,S00461,7,6,461
462,S00462,8,6,462
463,S00463,6,10,463
464,S00464,9,6,464
465,S00465,3,3,465
466,S00466,1,10,466
467,S00467,10,5,467
468,S00468,4,1,468
469,S00469,8,6,469
470,S00470,6,7,470
471,S00471,7,5,471
472,S00472,9,5,472
473,S00473,2,6,473
474,S00474,7,7,474
475,S00475,4,4,475
476,S00476,7,7,476
477,S00477,8,5,477
478,S00478,2,7,478
479,S00479,7,1,479
480,S00480,8,10,480
481,S00481,1,2,481
482,S00482,10,2,482
483,S00483,5,7,483
484,S00484,9,9,484
485,S00485,2,7,485
486,S00486,6,6,486
487,S00487,2,3,487
488,S00488,3,5,488
489,S00489,6,10,489
490,S00490,5,2,490
491,S00491,4,9,491
492,S00492,7,6,492
493,S00493,3,9,493
494,S00494,10,9,494
495,S00495,7,7,495
496,S00496,9,5,496
497,S00497,2,4,497
498,S00498,5,1,498
499,S00499,1,9,499
500,S00500,7,6,500
501,S00501,2,2,501
502,S00502,5,7,502
503,S00503,1,6,503
504,S00504,1,4,504
505,S00505,4,6,505
506,S00506,7,6,506
507,S00507,7,5,507
508,S00508,8,1,508
509,S00509,9,3,509
510,S00510,4,7,510
511,S00511,2,2,511
512,S00512,10,10,512
513,S00513,10,10,513
514,S00514,3,1,514
515,S00515,9,8,515
516,S00516,8,7,516
517,S00517,6,6,517
518,S00518,3,10,518
519,S00519,10,5,519
520,S00520,8,6,520
521,S00521,2,1,521
522,S00522,4,9,522
523,S00523,4,1,523
524,S00524,9,4,524
525,S00525,8,3,525
526,S00526,7,4,526
527,S00527,4,1,527
528,S00528,7,10,528
529,S00529,1,4,529
530,S00530,8,4,530
531,S00531,8,3,531
532,S00532,9,8,532
533,S00533,9,7,533
534,S00534,1,9,534
535,S00535,10,2,535
536,S00536,7,10,536
537,S00537,1,3,537
538,S00538,6,6,538
539,S00539,5,2,539
540,S00540,2,2,540
541,S00541,3,10,541
542,S00542,8,2,542
543,S00543,2,2,543
544,S00544,4,5,544
545,S00545,3,1,545
546,S00546,7,7,546
547,S00547,8,1,547
548,S00548,4,1,548
549,S00549,6,5,549
550,S00550,3,7,550
551,S00551,7,3,551
552,S00552,8,7,552
553,S00553,7,9,553
554,S00554,4,4,554
555,S00555,10,5,555
556,S00556,9,8,556
557,S00557,10,9,557
558,S00558,8,5,558
559,S00559,6,5,559
560,S00560,2,2,560
561,S00561,10,9,561
562,S00562,7,6,562
563,S00563,9,5,563
564,S00564,9,5,564
565,S00565,9,4,565
566,S00566,9,1,566
567,S00567,6,6,567
568,S00568,1,1,568
569,S00569,6,10,569
570,S00570,5,2,570
571,S00571,7,7,571
572,S00572,8,1,572
573,S00573,1,8,573
574,S00574,10,8,574
575,S00575,4,7,575
576,S00576,4,7,576
577,S00577,1,1,577
578,S00578,4,3,578
579,S00579,7,9,579
580,S00580,6,5,580
581,S00581,4,5,581
582,S00582,2,7,582
583,S00583,7,10,583
584,S00584,8,8,584
585,S00585,9,6,585
586,S00586,9,5,586
587,S00587,4,1,587
588,S00588,3,10,588
589,S00589,5,10,589
590,S00590,6,10,590
591,S00591,8,9,591
592,S00592,3,6,592
593,S00593,6,3,593
594,S00594,5,10,594
595,S00595,7,7,595
596,S00596,9,4,596
597,S00597,7,3,597
598,S00598,6,7,598
599,S00599,9,6,599
600,S00600,10,4,600
601,S00601,4,10,601
602,S00602,1,8,602
603,S00603,8,2,603
604,S00604,6,6,604
605,S00605,6,3,605
606,S00606,5,8,606
607,S00607,10,8,607
608,S00608,3,1,608
609,S00609,6,2,609
610,S00610,1,4,610
611,S00611,7,1,611
612,S00612,6,3,612
613,S00613,5,4,613
614,S00614,3,10,614
615,S00615,8,3,615
616,S00616,4,5,616
617,S00617,9,10,617
618,S00618,9,7,618
619,S00619,5,8,619
620,S00620,7,8,620
621,S00621,6,2,621
622,S00622,6,1,622
623,S00623,4,6,623
624,S00624,10,1,624
625,S00625,8,6,625
626,S00626,10,7,626
627,S00627,3,9,627
628,S00628,5,10,628
629,S00629,1,10,629
630,S00630,1,1,630
631,S00631,9,7,631
632,S00632,4,4,632
633,S00633,9,9,633
634,S00634,7,4,634
635,S00635,10,2,635
636,S00636,8,1,636
637,S00637,9,7,637
638,S00638,1,7,638
639,S00639,7,3,639
640,S00640,8,5,640
641,S00641,2,10,641
642,S00642,10,7,642
643,S00643,9,8,643
644,S00644,1,9,644
645,S00645,3,10,645
646,S00646,9,10,646
647,S00647,1,1,647
648,S00648,4,9,648
649,S00649,10,6,649
650,S00650,6,6,650
651,S00651,6,7,651
652,S00652,4,9,652
653,S00653,10,7,653
654,S00654,10,7,654
655,S00655,10,3,655
656,S00656,10,10,656
657,S00657,1,9,657
658,S00658,5,4,658
659,S00659,5,6,659
660,S00660,3,7,660
661,S00661,3,9,661
662,S00662,4,10,662
663,S00663,3,3,663
664,S00664,3,2,664
665,S00665,3,2,665
666,S00666,7,2,666
667,S00667,9,9,667
668,S00668,1,8,668
669,S00669,8,9,669
670,S00670,10,9,670
671,S00671,1,1,671
672,S00672,9,10,672
673,S00673,8,10,673
674,S00674,6,9,674
675,S00675,6,1,675
676,S00676,10,5,676
677,S00677,7,4,677
678,S00678,8,8,678
679,S00679,7,5,679
680,S00680,1,9,680
681,S00681,10,1,681
682,S00682,4,8,682
683,S00683,4,6,683
684,S00684,9,1,684
685,S00685,9,2,685
686,S00686,3,4,686
687,S00687,9,5,687
688,S00688,5,1,688
689,S00689,6,10,689
690,S00690,7,7,690
691,S00691,3,4,691
692,S00692,4,1,692
693,S00693,5,6,693
694,S00694,1,9,694
695,S00695,8,9,695
696,S00696,7,4,696
697,S00697,2,7,697
698,S00698,7,10,698
699,S00699,9,1,699
700,S00700,5,10,700
701,S00701,6,9,701
702,S00702,5,1,702
703,S00703,1,9,703
704,S00704,6,6,704
705,S00705,7,10,705
706,S00706,5,7,706
707,S00707,3,4,707
708,S00708,6,9,708
709,S00709,7,6,709
710,S00710,10,6,710
711,S00711,10,10,711
712,S00712,9,6,712
713,S00713,7,4,713
714,S00714,3,7,714
715,S00715,1,2,715
716,S00716,7,2,716
717,S00717,8,6,717
718,S00718,1,9,718
719,S00719,5,3,719
720,S00720,8,7,720
721,S00721,10,9,721
722,S00722,7,9,722
723,S00723,2,3,723
724,S00724,4,1,724
725,S00725,6,2,725
726,S00726,7,8,726
727,S00727,7,7,727
728,S00728,3,1,728
729,S00729,8,3,729
730,S00730,7,8,730
731,S00731,4,7,731
732,S00732,10,5,732
733,S00733,4,3,733
734,S00734,4,7,734
735,S00735,5,5,735
736,S00736,2,1,736
737,S00737,9,5,737
738,S00738,6,3,738
739,S00739,8,2,739
740,S00740,1,3,740
741,S00741,6,10,741
742,S00742,6,4,742
743,S00743,8,1,743
744,S00744,1,4,744
745,S00745,5,9,745
746,S00746,3,1,746
747,S00747,6,7,747
748,S00748,9,8,748
749,S00749,10,9,749
750,S00750,3,7,750
751,S00751,9,9,751
752,S00752,9,10,752
753,S00753,1,3,753
754,S00754,2,1,754
755,S00755,4,2,755
756,S00756,7,10,756
757,S00757,2,1,757
758,S00758,7,2,758
759,S00759,5,9,759
760,S00760,10,5,760
761,S00761,7,4,761
762,S00762,9,2,762
763,S00763,9,3,763
764,S00764,3,9,764
765,S00765,3,3,765
766,S00766,7,8,766
767,S00767,5,1,767
768,S00768,5,5,768
769,S00769,5,2,769
770,S00770,9,4,770
771,S00771,4,2,771
772,S00772,6,3,772
773,S00773,6,5,773
774,S00774,7,2,774
775,S00775,2,9,775
776,S00776,6,8,776
777,S00777,9,5,777
778,S00778,3,1,778
779,S00779,2,5,779
780,S00780,8,4,780
781,S00781,1,9,781
782,S00782,8,2,782
783,S00783,5,7,783
784,S00784,9,2,784
785,S00785,9,3,785
786,S00786,4,3,786
787,S00787,1,10,787
788,S00788,5,8,788
789,S00789,7,2,789
790,S00790,9,1,790
791,S00791,10,6,791
792,S00792,9,6,792
793,S00793,9,1,793
794,S00794,6,5,794
795,S00795,2,9,795
796,S00796,5,10,796
797,S00797,3,10,797
798,S00798,6,5,798
799,S00799,5,7,799
800,S00800,10,6,800
801,S00801,1,10,801
802,S00802,10,4,802
803,S00803,10,2,803
804,S00804,2,10,804
805,S00805,5,5,805
806,S00806,6,10,806
807,S00807,1,9,807
808,S00808,7,3,808
809,S00809,3,3,809
810,S00810,1,7,810
811,S00811,7,10,811
812,S00812,7,2,812
813,S00813,10,8,813
814,S00814,3,7,814
815,S00815,6,8,815
816,S00816,4,10,816
817,S00817,4,6,817
818,S00818,9,5,818
819,S00819,7,4,819
820,S00820,6,8,820
821,S00821,9,2,821
822,S00822,3,6,822
823,S00823,4,10,823
824,S00824,9,6,824
825,S00825,4,5,825
826,S00826,7,2,826
827,S00827,9,5,827
828,S00828,4,3,828
829,S00829,9,7,829
830,S00830,7,7,830
831,S00831,4,8,831
832,S00832,3,10,832
833,S00833,6,9,833
834,S00834,3,1,834
835,S00835,7,4,835
836,S00836,1,6,836
837,S00837,7,7,837
838,S00838,3,5,838
839,S00839,9,6,839
840,S00840,6,1,840
841,S00841,7,5,841
842,S00842,9,2,842
843,S00843,6,2,843
844,S00844,10,1,844
845,S00845,2,10,845
846,S00846,6,9,846
847,S00847,6,4,847
848,S00848,2,4,848
849,S00849,7,9,849
850,S00850,9,5,850
851,S00851,10,4,851
852,S00852,4,7,852
853,S00853,5,5,853
854,S00854,6,8,854
855,S00855,1,3,855
856,S00856,8,8,856
857,S00857,9,6,857
858,S00858,1,9,858
859,S00859,4,6,859
860,S00860,6,4,860
861,S00861,10,2,861
862,S00862,1,3,862
863,S00863,3,7,863
864,S00864,7,10,864
865,S00865,8,5,865
866,S00866,8,7,866
867,S00867,5,7,867
868,S00868,1,6,868
869,S00869,1,2,869
870,S00870,8,5,870
871,S00871,5,10,871
872,S00872,9,6,872
873,S00873,1,8,873
874,S00874,2,1,874
875,S00875,4,10,875
876,S00876,10,7,876
877,S00877,7,5,877
878,S00878,4,7,878
879,S00879,8,3,879
880,S00880,7,4,880
881,S00881,5,2,881
882,S00882,7,6,882
883,S00883,8,5,883
884,S00884,3,1,884
885,S00885,3,1,885
886,S00886,2,8,886
887,S00887,4,8,887
888,S00888,4,6,888
889,S00889,4,9,889
890,S00890,2,1,890
891,S00891,7,10,891
892,S00892,10,8,892
893,S00893,3,2,893
894,S00894,10,8,894
895,S00895,1,3,895
896,S00896,2,6,896
897,S00897,5,7,897
898,S00898,9,3,898
899,S00899,4,2,899
900,S00900,6,1,900
901,S00901,3,5,901
902,S00902,9,1,902
903,S00903,2,1,903
904,S00904,8,5,904
905,S00905,3,3,905
906,S00906,8,10,906
907,S00907,3,3,907
908,S00908,4,7,908
909,S00909,8,3,909
910,S00910,10,2,910
911,S00911,4,3,911
912,S00912,9,4,912
913,S00913,9,9,913
914,S00914,6,2,914
915,S00915,1,6,915
916,S00916,9,5,916
917,S00917,9,6,917
918,S00918,7,5,918
919,S00919,9,6,919
920,S00920,8,4,920
921,S00921,9,8,921
922,S00922,9,9,922
923,S00923,7,10,923
924,S00924,6,7,924
925,S00925,2,1,925
926,S00926,7,5,926
927,S00927,1,7,927
928,S00928,6,5,928
929,S00929,6,5,929
930,S00930,7,5,930
931,S00931,2,5,931
932,S00932,4,5,932
933,S00933,2,1,933
934,S00934,4,6,934
935,S00935,3,6,935
936,S00936,2,8,936
937,S00937,2,5,937
938,S00938,3,2,938
939,S00939,10,7,939
940,S00940,4,1,940
941,S00941,7,5,941
942,S00942,4,5,942
943,S00943,7,3,943
944,S00944,4,2,944
945,S00945,3,4,945
946,S00946,8,7,946
947,S00947,3,10,947
948,S00948,8,3,948
949,S00949,2,6,949
950,S00950,3,7,950
951,S00951,4,2,951
952,S00952,3,3,952
953,S00953,6,9,953
954,S00954,9,1,954
955,S00955,10,8,955
956,S00956,8,1,956
957,S00957,4,3,957
958,S00958,2,6,958
959,S00959,10,8,959
960,S00960,1,7,960
961,S00961,4,3,961
962,S00962,5,6,962
963,S00963,2,1,963
964,S00964,3,8,964
965,S00965,4,9,965
966,S00966,3,9,966
967,S00967,8,4,967
968,S00968,2,4,968
969,S00969,9,7,969
970,S00970,6,7,970
971,S00971,1,6,971
972,S00972,8,7,972
973,S00973,10,1,973
974,S00974,6,9,974
975,S00975,4,6,975
976,S00976,6,8,976
977,S00977,2,5,977
978,S00978,1,7,978
979,S00979,6,3,979
980,S00980,8,10,980
981,S00981,5,1,981
982,S00982,8,7,982
983,S00983,3,5,983
984,S00984,6,1,984
985,S00985,1,9,985
986,S00986,3,9,986
987,S00987,4,6,987
988,S00988,5,9,988
989,S00989,3,7,989
990,S00990,8,8,990
991,S00991,5,2,991
992,S00992,7,2,992
993,S00993,5,4,993
994,S00994,8,1,994
995,S00995,1,8,995
996,S00996,3,5,996
997,S00997,3,7,997
998,S00998,10,2,998
999,S00999,10,5,999
1000,S01000,3,9,1000
1001,S01001,6,9,1001
1002,S01002,9,2,1002
1003,S01003,6,2,1003
1004,S01004,5,5,1004
1005,S01005,1,3,1005
1006,S01006,2,1,1006
1007,S01007,1,1,1007
1008,S01008,6,5,1008
1009,S01009,3,3,1009
1010,S01010,5,9,1010
1011,S01011,6,3,1011
1012,S01012,5,3,1012
1013,S01013,3,3,1013
1014,S01014,2,1,1014
1015,S01015,2,3,1015
1016,S01016,2,5,1016
1017,S01017,10,8,1017
1018,S01018,4,7,1018
1019,S01019,4,4,1019
1020,S01020,3,4,1020
1021,S01021,8,4,1021
1022,S01022,4,8,1022
1023,S01023,8,8,1023
1024,S01024,3,2,1024
1025,S01025,2,7,1025
1026,S01026,8,5,1026
1027,S01027,6,2,1027
1028,S01028,2,3,1028
1029,S01029,7,7,1029
1030,S01030,10,6,1030
1031,S01031,7,6,1031
1032,S01032,4,7,1032
1033,S01033,8,6,1033
1034,S01034,3,2,1034
1035,S01035,9,8,1035
1036,S01036,5,7,1036
1037,S01037,3,6,1037
1038,S01038,9,5,1038
1039,S01039,2,6,1039
1040,S01040,2,3,1040
1041,S01041,3,2,1041
1042,S01042,9,9,1042
1043,S01043,10,1,1043
1044,S01044,3,2,1044
1045,S01045,5,10,1045
1046,S01046,9,10,1046
1047,S01047,10,1,1047
1048,S01048,6,8,1048
1049,S01049,6,4,1049
1050,S01050,1,6,1050
1051,S01051,2,5,1051
1052,S01052,9,8,1052
1053,S01053,8,10,1053
1054,S01054,2,7,1054
1055,S01055,5,1,1055
1056,S01056,5,8,1056
1057,S01057,6,4,1057
1058,S01058,4,7,1058
1059,S01059,9,3,1059
1060,S01060,5,2,1060
1061,S01061,4,1,1061
1062,S01062,9,10,1062
1063,S01063,2,5,1063
1064,S01064,2,3,1064
1065,S01065,3,3,1065
1066,S01066,10,8,1066
1067,S01067,4,1,1067
1068,S01068,10,2,1068
1069,S01069,9,1,1069
1070,S01070,5,7,1070
1071,S01071,2,4,1071
1072,S01072,3,3,1072
1073,S01073,8,3,1073
1074,S01074,6,10,1074
1075,S01075,5,3,1075
1076,S01076,4,2,1076
1077,S01077,4,5,1077
1078,S01078,8,1,1078
1079,S01079,6,5,1079
1080,S01080,5,10,1080
1081,S01081,5,8,1081
1082,S01082,6,7,1082
1083,S01083,3,3,1083
1084,S01084,7,9,1084
1085,S01085,1,10,1085
1086,S01086,5,7,1086
1087,S01087,6,1,1087
1088,S01088,2,6,1088
1089,S01089,2,4,1089
1090,S01090,9,6,1090
1091,S01091,2,3,1091
1092,S01092,3,5,1092
1093,S01093,1,3,1093
1094,S01094,9,7,1094
1095,S01095,1,5,1095
1096,S01096,4,4,1096
1097,S01097,7,10,1097
1098,S01098,2,7,1098
1099,S01099,8,7,1099
1100,S01100,8,10,1100
1101,S01101,3,9,1101
1102,S01102,4,3,1102
1103,S01103,7,10,1103
1104,S01104,5,8,1104
1105,S01105,5,7,1105
1106,S01106,2,9,1106
1107,S01107,6,2,1107
1108,S01108,4,6,1108
1109,S01109,5,5,1109
1110,S01110,5,3,1110
1111,S01111,2,7,1111
1112,S01112,8,5,1112
1113,S01113,1,6,1113
1114,S01114,2,4,1114
1115,S01115,7,7,1115
1116,S01116,7,7,1116
1117,S01117,2,5,1117
1118,S01118,1,7,1118
1119,S01119,10,7,1119
1120,S01120,1,10,1120
1121,S01121,1,8,1121
1122,S01122,6,1,1122
1123,S01123,10,4,1123
1124,S01124,7,1,1124
1125,S01125,2,3,1125
1126,S01126,6,8,1126
1127,S01127,4,7,1127
1128,S01128,9,3,1128
1129,S01129,8,4,1129
1130,S01130,8,2,1130
1131,S01131,2,2,1131
1132,S01132,5,5,1132
1133,S01133,2,2,1133
1134,S01134,3,7,1134
1135,S01135,8,1,1135
1136,S01136,5,9,1136
1137,S01137,4,10,1137
1138,S01138,5,1,1138
1139,S01139,8,1,1139
1140,S01140,10,9,1140
1141,S01141,7,7,1141
1142,S01142,6,10,1142
