110,S00110,56800,6,Mid,3
111,S00111,29900,7,Mid,4
112,S00112,52600,8,Senior,3
113,S00113,58300,3,Entry,6
114,S00114,47200,5,Mid,7
115,S00115,50600,10,Entry,3
116,S00116,89100,9,Senior,3
117,S00117,49500,8,Entry,7
118,S00118,56100,6,Entry,10
119,S00119,67600,9,Entry,9
120,S00120,63600,10,Senior,3
121,S00121,62500,5,Entry,6
122,S00122,54100,2,Senior,5
123,S00123,54200,9,Entry,8
124,S00124,25000,5,Entry,9
125,S00125,76000,8,Entry,8
126,S00126,41100,8,Entry,1
127,S00127,63200,4,Mid,7
128,S00128,46500,4,Mid,8
129,S00129,96700,1,Entry,5
130,S00130,37600,5,Entry,4
131,S00131,85500,9,Entry,7
132,S00132,48100,5,Entry,6
133,S00133,61000,5,Entry,2
134,S00134,50300,6,Mid,9
135,S00135,73800,6,Entry,3
136,S00136,52000,8,Mid,1
137,S00137,54800,1,Mid,3
138,S00138,51500,5,Entry,1
139,S00139,58500,9,Entry,10
140,S00140,36100,3,Senior,7
141,S00141,25000,7,Entry,6
142,S00142,56900,7,Senior,8
143,S00143,82000,10,Mid,4
144,S00144,43800,3,Mid,6
145,S00145,61500,7,Mid,3
146,S00146,27800,3,Entry,4
147,S00147,41700,6,Entry,6
148,S00148,50700,8,Senior,5
149,S00149,49600,8,Mid,2
150,S00150,66800,6,Mid,9
151,S00151,25000,2,Entry,2
152,S00152,47500,1,Entry,8
153,S00153,40600,3,Senior,5
154,S00154,36300,3,Entry,7
155,S00155,39000,7,Senior,6
156,S00156,54100,4,Entry,2
157,S00157,52200,2,Mid,4
158,S00158,47100,2,Entry,9
159,S00159,29700,7,Mid,7
160,S00160,46000,8,Entry,1
161,S00161,66900,5,Mid,4
162,S00162,25400,2,Senior,10
163,S00163,39300,3,Entry,3
164,S00164,32800,1,Entry,1
165,S00165,33400,10,Entry,5
166,S00166,46400,4,Mid,9
167,S00167,40400,7,Entry,4
168,S00168,37100,10,Entry,2
169,S00169,50300,9,Entry,7
170,S00170,26500,3,Entry,8
171,S00171,79900,4,Entry,2
172,S00172,41500,6,Entry,10
173,S00173,44400,1,Entry,9
174,S00174,44900,5,Entry,10
175,S00175,35500,10,Mid,8
176,S00176,68800,5,Entry,4
177,S00177,53900,10,Entry,4
178,S00178,25000,9,Mid,5
179,S00179,31400,9,Mid,1
180,S00180,40300,1,Entry,7
181,S00181,59500,3,Mid,4
182,S00182,67900,4,Executive,1
183,S00183,48000,1,Executive,4
184,S00184,73800,9,Mid,4
185,S00185,61600,2,Entry,1
186,S00186,82200,5,Entry,9
187,S00187,41600,3,Entry,8
188,S00188,43900,4,Entry,9
189,S00189,53200,4,Senior,7
190,S00190,38900,2,Entry,5
191,S00191,61700,2,Mid,7
192,S00192,31500,8,Entry,2
193,S00193,27800,2,Entry,10
194,S00194,49200,10,Executive,7
195,S00195,72200,7,Entry,4
196,S00196,57400,1,Entry,5
197,S00197,62200,1,Mid,7
198,S00198,75000,10,Mid,2
199,S00199,56500,3,Entry,5
200,S00200,44800,3,Mid,2
201,S00201,71800,9,Entry,10
202,S00202,64500,2,Entry,6
203,S00203,39000,4,Entry,10
204,S00204,37300,3,Mid,8
205,S00205,49200,7,Entry,7
206,S00206,63500,6,Senior,5
207,S00207,35400,9,Mid,3
208,S00208,52000,8,Senior,4
209,S00209,63600,2,Mid,2
210,S00210,46300,3,Entry,6
211,S00211,54200,1,Entry,8
212,S00212,57300,8,Mid,8
213,S00213,61300,2,Entry,9
214,S00214,51200,4,Mid,5
215,S00215,48100,2,Entry,10
216,S00216,65200,2,Mid,6
217,S00217,25000,3,Senior,2
218,S00218,62900,10,Entry,10
219,S00219,58800,5,Mid,4
220,S00220,72900,8,Entry,3
221,S00221,58600,10,Entry,9
222,S00222,34400,2,Entry,6
223,S00223,51500,5,Entry,6
224,S00224,35300,4,Mid,4
225,S00225,67200,3,Mid,6
226,S00226,25000,10,Entry,1
227,S00227,26000,6,Entry,9
228,S00228,32000,9,Entry,3
229,S00229,25600,8,Executive,5
230,S00230,45100,2,Mid,7
231,S00231,43700,1,Senior,2
232,S00232,62400,8,Mid,4
233,S00233,25000,5,Entry,6
234,S00234,42000,2,Mid,1
235,S00235,53900,10,Mid,6
236,S00236,36000,1,Entry,5
237,S00237,25200,8,Entry,2
238,S00238,60600,8,Mid,6
239,S00239,58500,6,Mid,5
240,S00240,25000,5,Entry,1
241,S00241,43600,5,Senior,6
242,S00242,40800,6,Mid,7
243,S00243,77200,5,Mid,9
244,S00244,25000,2,Mid,2
245,S00245,43300,7,Entry,6
246,S00246,61400,4,Senior,6
247,S00247,48200,7,Entry,1
248,S00248,66100,1,Entry,8
249,S00249,25000,6,Senior,5
250,S00250,30700,2,Entry,2
251,S00251,45300,3,Senior,5
252,S00252,57300,3,Entry,4
253,S00253,50100,10,Mid,7
254,S00254,59200,1,Entry,10
255,S00255,44900,5,Mid,8
256,S00256,30400,8,Entry,1
257,S00257,58300,8,Senior,1
258,S00258,27000,10,Entry,8
259,S00259,35500,7,Entry,4
260,S00260,29500,7,Entry,8
261,S00261,52700,8,Executive,7
262,S00262,48800,8,Senior,9
263,S00263,32900,5,Entry,7
264,S00264,38100,7,Senior,4
265,S00265,44700,2,Senior,5
266,S00266,59500,4,Mid,7
267,S00267,50400,6,Entry,2
268,S00268,54300,10,Entry,3
269,S00269,56500,3,Entry,3
270,S00270,49700,2,Entry,9
271,S00271,53200,1,Senior,2
272,S00272,47900,4,Entry,4
273,S00273,72100,2,Senior,8
274,S00274,57900,3,Senior,1
275,S00275,77500,10,Senior,9
276,S00276,69000,6,Mid,6
277,S00277,47000,10,Mid,4
278,S00278,47000,3,Senior,5
279,S00279,25100,3,Entry,7
280,S00280,33400,4,Mid,8
281,S00281,65100,3,Mid,5
282,S00282,64400,6,Entry,7
283,S00283,25000,9,Mid,3
284,S00284,69700,8,Entry,2
285,S00285,67800,2,Senior,2
286,S00286,66800,3,Mid,10
287,S00287,57700,8,Mid,3
288,S00288,57600,3,Mid,6
289,S00289,47200,5,Entry,10
290,S00290,40500,9,Mid,1
291,S00291,67000,2,Mid,3
292,S00292,46100,9,Entry,3
293,S00293,25000,10,Entry,2
294,S00294,59300,5,Senior,1
295,S00295,34200,9,Mid,1
296,S00296,52300,4,Mid,1
297,S00297,74900,8,Entry,8
298,S00298,81500,8,Mid,6
299,S00299,60400,3,Mid,9
300,S00300,69700,5,Entry,3
301,S00301,61200,10,Entry,7
302,S00302,62100,1,Entry,6
303,S00303,63800,6,Mid,9
304,S00304,34000,9,Mid,9
305,S00305,30800,1,Entry,9
306,S00306,65200,2,Entry,7
307,S00307,54600,7,Mid,9
308,S00308,52400,6,Entry,7
309,S00309,42900,10,Entry,9
310,S00310,44600,3,Mid,2
311,S00311,68900,2,Mid,2
312,S00312,37300,7,Mid,7
313,S00313,50200,10,Mid,10
314,S00314,38200,10,Mid,6
315,S00315,26700,5,Senior,6
316,S00316,51600,6,Senior,5
317,S00317,61100,9,Mid,1
318,S00318,34100,7,Mid,7
319,S00319,39300,4,Executive,2
320,S00320,32200,9,Entry,8
321,S00321,52000,3,Entry,10
322,S00322,42700,4,Senior,7
323,S00323,25000,10,Senior,2
324,S00324,44700,3,Senior,2
325,S00325,65600,10,Senior,10
326,S00326,67400,3,Entry,8
327,S00327,68100,1,Senior,5
328,S00328,35100,5,Entry,8
329,S00329,32200,4,Senior,1
330,S00330,40300,9,Mid,9
331,S00331,64600,4,Entry,8
332,S00332,64100,3,Mid,6
333,S00333,50000,6,Entry,8
334,S00334,66800,10,Entry,1
335,S00335,59100,5,Entry,8
336,S00336,42800,4,Entry,1
337,S00337,44800,1,Mid,4
338,S00338,31000,3,Entry,10
339,S00339,48100,4,Executive,3
340,S00340,40900,10,Entry,3
341,S00341,35000,8,Senior,10
342,S00342,39000,9,Executive,9
343,S00343,72400,8,Entry,8
344,S00344,43100,9,Entry,10
345,S00345,73700,10,Entry,8
346,S00346,50900,1,Senior,7
347,S00347,46600,1,Senior,8
348,S00348,57800,3,Entry,8
349,S00349,25000,4,Entry,10
350,S00350,81200,2,Senior,6
351,S00351,64300,10,Mid,8
352,S00352,53100,7,Entry,2
353,S00353,62200,9,Senior,7
354,S00354,50800,6,Executive,3
355,S00355,40900,4,Entry,8
356,S00356,49600,6,Entry,5
357,S00357,43700,1,Senior,5
358,S00358,36500,6,Mid,3
359,S00359,44100,4,Executive,1
360,S00360,53200,3,Senior,2
361,S00361,55300,6,Entry,2
362,S00362,71200,9,Mid,7
363,S00363,45400,8,Mid,2
364,S00364,39400,8,Entry,7
365,S00365,31100,9,Entry,1
366,S00366,56600,6,Mid,2
367,S00367,71900,8,Entry,7
368,S00368,44100,7,Mid,7
369,S00369,41600,1,Entry,2
370,S00370,63000,6,Mid,10
371,S00371,34000,4,Entry,7
372,S00372,74300,3,Senior,9
373,S00373,48900,3,Entry,8
374,S00374,55600,10,Senior,6
375,S00375,50600,8,Entry,4
376,S00376,25000,1,Mid,3
377,S00377,49000,7,Entry,8
378,S00378,44300,10,Senior,3
379,S00379,55800,4,Senior,5
380,S00380,67100,1,Senior,3
381,S00381,57400,2,Mid,9
382,S00382,40000,7,Entry,7
383,S00383,74700,10,Mid,3
384,S00384,50700,1,Executive,10
385,S00385,69200,6,Mid,7
386,S00386,63200,4,Executive,4
387,S00387,35100,3,Entry,1
388,S00388,65900,7,Senior,4
389,S00389,63000,9,Mid,10
390,S00390,51200,5,Senior,8
391,S00391,43300,6,Mid,6
392,S00392,62200,7,Entry,1
393,S00393,64900,10,Mid,1
394,S00394,43900,6,Senior,4
395,S00395,59100,6,Entry,6
396,S00396,45000,3,Executive,4
397,S00397,41800,3,Entry,9
398,S00398,56500,5,Entry,2
399,S00399,61800,7,Entry,6
400,S00400,57800,6,Senior,7
401,S00401,47900,2,Entry,4
402,S00402,32800,3,Mid,5
403,S00403,45400,5,Mid,5
404,S00404,55600,7,Entry,2
405,S00405,82300,6,Entry,5
406,S00406,35400,10,Entry,10
407,S00407,48300,3,Mid,5
408,S00408,47600,7,Entry,5
409,S00409,25000,5,Entry,4
410,S00410,41100,10,Executive,10
411,S00411,32100,4,Senior,4
412,S00412,44000,6,Mid,7
413,S00413,72600,2,Mid,6
414,S00414,59800,7,Entry,8
415,S00415,52600,2,Mid,1
416,S00416,79200,7,Executive,10
417,S00417,71100,8,Senior,2
418,S00418,38000,2,Entry,2
419,S00419,25000,8,Entry,2
420,S00420,25000,7,Executive,3
421,S00421,36800,3,Entry,6
422,S00422,41500,7,Mid,3
423,S00423,73200,1,Entry,7
424,S00424,68000,2,Senior,3
425,S00425,63800,5,Entry,6
426,S00426,42400,9,Mid,2
427,S00427,47200,1,Entry,2
428,S00428,43900,5,Entry,3
429,S00429,83100,6,Mid,8
430,S00430,40600,3,Entry,9
431,S00431,38100,5,Entry,2
432,S00432,58500,2,Entry,7
433,S00433,35600,8,Entry,1
434,S00434,58400,3,Executive,4
435,S00435,54300,5,Entry,6
436,S00436,38900,1,Senior,7
437,S00437,44800,5,Entry,3
438,S00438,37300,1,Entry,3
439,S00439,65200,9,Mid,5
440,S00440,47800,2,Entry,3
441,S00441,46800,6,Mid,9
442,S00442,62100,9,Entry,2
443,S00443,60100,3,Mid,10
444,S00444,53500,6,Senior,7
445,S00445,65700,1,Executive,7
446,S00446,47700,7,Mid,3
447,S00447,36600,2,Mid,8
448,S00448,52200,5,Entry,3
449,S00449,49500,5,Mid,5
450,S00450,71500,1,Executive,1
451,S00451,46000,7,Entry,10
452,S00452,73900,4,Mid,4
453,S00453,31800,4,Mid,2
454,S00454,46500,7,Mid,5
455,S00455,45300,10,Mid,4
456,S00456,45200,1,Entry,4
457,S00457,67100,6,Mid,4
458,S00458,43000,1,Entry,5
459,S00459,64900,6,Mid,9
460,S00460,48700,10,Entry,9
461,S00461,48500,2,Senior,4
462,S00462,29900,10,Senior,9
463,S00463,68800,1,Mid,8
464,S00464,73000,8,Entry,5
465,S00465,31300,7,Senior,8
466,S00466,74200,2,Senior,7
467,S00467,28300,2,Mid,2
468,S00468,47500,5,Executive,10
469,S00469,48500,4,Entry,8
470,S00470,45500,4,Mid,9
471,S00471,66300,9,Mid,2
472,S00472,61200,1,Entry,2
473,S00473,25000,10,Mid,10
474,S00474,72100,9,Mid,9
475,S00475,75100,3,Entry,1
476,S00476,60200,8,Mid,3
477,S00477,44800,5,Entry,3
478,S00478,53300,10,Mid,6
479,S00479,45700,3,Mid,7
480,S00480,64700,9,Entry,3
481,S00481,25000,9,Mid,8
482,S00482,56000,8,Entry,2
483,S00483,67300,3,Mid,3
484,S00484,46300,3,Entry,10
485,S00485,58300,10,Entry,2
486,S00486,25000,10,Entry,2
487,S00487,35700,3,Senior,6
488,S00488,55900,6,Entry,3
489,S00489,56800,2,Entry,3
490,S00490,41300,9,Entry,9
491,S00491,54600,2,Entry,1
492,S00492,49200,10,Entry,9
493,S00493,25000,8,Entry,2
494,S00494,46500,10,Entry,2
495,S00495,60900,4,Entry,5
496,S00496,69900,4,Entry,6
497,S00497,46400,5,Entry,8
498,S00498,55800,1,Mid,1
499,S00499,52600,4,Mid,5
500,S00500,58000,6,Mid,10
501,S00501,40300,10,Mid,8
502,S00502,48900,2,Entry,2
503,S00503,58200,3,Mid,10
504,S00504,56000,4,Senior,9
505,S00505,59100,3,Mid,10
506,S00506,62000,9,Entry,4
507,S00507,52400,6,Mid,7
508,S00508,54500,5,Mid,1
509,S00509,41500,5,Entry,2
510,S00510,62900,2,Mid,1
511,S00511,33800,9,Mid,8
512,S00512,59300,2,Entry,1
513,S00513,52000,5,Entry,9
514,S00514,39300,7,Senior,7
515,S00515,39900,3,Mid,5
516,S00516,53200,8,Entry,1
517,S00517,46300,5,Mid,4
518,S00518,43600,10,Senior,3
519,S00519,56300,3,Senior,7
520,S00520,25000,3,Entry,1
521,S00521,51400,3,Mid,10
522,S00522,44400,3,Mid,4
523,S00523,31600,4,Mid,5
524,S00524,44900,10,Mid,3
525,S00525,30300,1,Entry,5
526,S00526,67700,3,Senior,4
527,S00527,60800,10,Senior,5
528,S00528,62400,10,Entry,9
529,S00529,57700,5,Entry,8
530,S00530,25000,8,Mid,8
531,S00531,32300,8,Entry,2
532,S00532,63400,9,Mid,3
533,S00533,79600,9,Entry,4
534,S00534,55600,6,Entry,10
535,S00535,70800,10,Senior,1
536,S00536,37800,7,Mid,9
537,S00537,40600,4,Entry,2
538,S00538,60000,3,Mid,2
539,S00539,38000,3,Mid,8
540,S00540,25800,2,Entry,10
541,S00541,61200,8,Executive,9
542,S00542,39200,7,Entry,1
543,S00543,25000,8,Senior,2
544,S00544,67400,6,Entry,10
545,S00545,57600,10,Mid,5
546,S00546,60500,10,Mid,9
547,S00547,61400,5,Executive,10
548,S00548,64600,1,Entry,5
549,S00549,57500,8,Entry,7
550,S00550,27700,2,Senior,6
551,S00551,33700,1,Entry,6
552,S00552,65100,9,Senior,2
553,S00553,58600,8,Entry,10
554,S00554,48000,9,Mid,8
555,S00555,25000,5,Mid,6
556,S00556,37400,3,Entry,4
557,S00557,45400,8,Senior,7
558,S00558,38700,4,Mid,9
559,S00559,34300,1,Entry,7
560,S00560,55000,9,Entry,6
561,S00561,72000,4,Entry,2
562,S00562,59600,2,Mid,3
563,S00563,42900,10,Entry,7
564,S00564,49000,3,Entry,1
565,S00565,59200,6,Senior,1
566,S00566,41000,9,Entry,3
567,S00567,53200,6,Senior,5
568,S00568,44700,4,Executive,3
569,S00569,44300,1,Senior,9
570,S00570,26200,2,Entry,7
571,S00571,50700,7,Senior,2
572,S00572,56100,3,Entry,10
573,S00573,62700,2,Entry,10
574,S00574,25000,6,Executive,3
575,S00575,64300,4,Entry,3
576,S00576,60900,1,Mid,9
577,S00577,72100,9,Entry,7
578,S00578,44500,9,Entry,3
579,S00579,51000,5,Mid,1
580,S00580,34600,8,Senior,4
581,S00581,49100,6,Entry,5
582,S00582,45300,7,Entry,9
583,S00583,52300,6,Entry,4
584,S00584,49400,7,Entry,10
585,S00585,62200,3,Entry,2
586,S00586,46900,3,Entry,1
587,S00587,69100,10,Mid,5
588,S00588,25000,3,Entry,3
589,S00589,69400,10,Mid,9
590,S00590,29300,6,Entry,3
591,S00591,62300,1,Senior,3
592,S00592,60100,9,Entry,2
593,S00593,33900,9,Entry,3
594,S00594,68400,4,Senior,9
595,S00595,32200,2,Entry,7
596,S00596,30200,7,Senior,2
597,S00597,43300,7,Entry,3
598,S00598,44000,6,Mid,8
599,S00599,40900,8,Entry,10
600,S00600,51100,3,Mid,8
601,S00601,55600,2,Entry,10
602,S00602,48800,10,Entry,1
603,S00603,32600,1,Mid,1
604,S00604,37200,3,Entry,8
605,S00605,81600,8,Mid,8
606,S00606,34200,8,Mid,2
607,S00607,34800,7,Mid,8
608,S00608,26700,2,Entry,1
609,S00609,64600,3,Entry,5
610,S00610,64400,7,Mid,10
611,S00611,56000,8,Senior,5
612,S00612,69300,9,Mid,8
613,S00613,39200,6,Mid,8
614,S00614,32700,10,Mid,10
615,S00615,54100,3,Mid,4
616,S00616,57100,9,Executive,2
617,S00617,52900,5,Entry,6
618,S00618,45400,4,Entry,4
619,S00619,65400,9,Executive,2
620,S00620,49300,10,Entry,9
621,S00621,53800,2,Mid,9
622,S00622,49600,10,Mid,7
623,S00623,42600,4,Mid,2
624,S00624,34100,6,Mid,3
625,S00625,56300,6,Entry,9
626,S00626,25000,10,Mid,8
627,S00627,40500,5,Mid,10
628,S00628,42500,10,Senior,2
629,S00629,31800,7,Entry,5
630,S00630,45600,5,Entry,2
631,S00631,56700,6,Entry,1
632,S00632,51900,1,Mid,9
633,S00633,41400,8,Entry,7
634,S00634,59300,5,Entry,4
635,S00635,54000,5,Entry,3
636,S00636,32800,10,Senior,3
637,S00637,38400,6,Entry,7
638,S00638,28800,6,Entry,10
639,S00639,44800,8,Mid,9
640,S00640,40000,4,Entry,7
641,S00641,46600,4,Entry,2
642,S00642,79000,3,Mid,6
643,S00643,25500,9,Mid,8
644,S00644,25000,8,Mid,7
645,S00645,72400,5,Entry,2
646,S00646,57900,8,Entry,7
647,S00647,64600,6,Senior,9
648,S00648,44800,5,Entry,3
649,S00649,60300,9,Mid,3
650,S00650,48100,9,Senior,5
651,S00651,63000,8,Entry,9
652,S00652,65300,10,Entry,1
653,S00653,63900,3,Mid,7
654,S00654,40200,9,Entry,7
655,S00655,51400,6,Senior,4
656,S00656,35600,9,Entry,6
657,S00657,58300,1,Entry,1
658,S00658,55100,1,Senior,10
659,S00659,26100,6,Entry,4
660,S00660,56900,4,Senior,3
661,S00661,56500,5,Entry,5
662,S00662,58500,5,Senior,8
663,S00663,50700,3,Entry,5
664,S00664,58500,9,Entry,1
665,S00665,54700,1,Entry,2
666,S00666,36600,6,Entry,2
667,S00667,59500,2,Entry,9
668,S00668,35700,2,Entry,10
669,S00669,34000,9,Mid,7
670,S00670,53200,10,Senior,4
671,S00671,25000,2,Senior,9
672,S00672,40000,9,Mid,9
673,S00673,45300,8,Entry,7
674,S00674,69900,7,Entry,9
675,S00675,46800,8,Entry,9
676,S00676,78900,9,Entry,7
677,S00677,27700,10,Mid,5
678,S00678,57100,9,Mid,9
679,S00679,59700,3,Senior,3
680,S00680,36200,10,Senior,4
681,S00681,48600,1,Mid,6
682,S00682,48400,8,Executive,7
683,S00683,66300,10,Entry,10
684,S00684,28400,4,Senior,8
685,S00685,78200,5,Entry,4
686,S00686,25000,6,Entry,9
687,S00687,56400,6,Mid,3
688,S00688,36900,7,Entry,3
689,S00689,57200,10,Entry,5
690,S00690,40100,3,Entry,2
691,S00691,70200,2,Mid,1
692,S00692,51500,9,Senior,9
693,S00693,43700,2,Entry,8
694,S00694,33200,9,Executive,3
695,S00695,55800,10,Senior,5
696,S00696,56800,4,Entry,8
697,S00697,44600,1,Mid,2
698,S00698,50400,3,Executive,7
699,S00699,54200,10,Senior,9
700,S00700,59600,2,Entry,4
701,S00701,35000,4,Entry,2
702,S00702,43100,2,Senior,9
703,S00703,59200,10,Mid,10
704,S00704,48400,6,Entry,1
705,S00705,25000,10,Entry,6
706,S00706,73900,1,Mid,8
707,S00707,62700,5,Entry,2
708,S00708,25000,9,Mid,10
709,S00709,40100,1,Mid,7
710,S00710,73600,4,Entry,7
711,S00711,56800,2,Entry,3
712,S00712,28400,2,Senior,10
713,S00713,25000,5,Mid,4
714,S00714,25000,2,Mid,8
715,S00715,42600,5,Mid,6
716,S00716,60000,1,Entry,2
717,S00717,27000,5,Mid,6
718,S00718,58500,3,Mid,7
719,S00719,36800,2,Entry,8
720,S00720,25000,4,Entry,8
721,S00721,44800,1,Entry,8
722,S00722,79600,3,Entry,8
723,S00723,70200,1,Executive,6
724,S00724,42500,8,Entry,1
725,S00725,53100,5,Entry,4
726,S00726,41300,1,Senior,2
727,S00727,25000,2,Mid,10
728,S00728,40900,9,Mid,7
729,S00729,59600,7,Mid,1
730,S00730,32300,3,Entry,5
731,S00731,66100,1,Senior,10
732,S00732,66700,2,Entry,8
733,S00733,43200,7,Entry,4
734,S00734,51700,8,Entry,7
735,S00735,69500,5,Mid,5
736,S00736,55400,4,Entry,1
737,S00737,71900,10,Entry,2
738,S00738,25000,4,Entry,5
739,S00739,41300,5,Entry,7
740,S00740,45100,7,Entry,7
741,S00741,68700,7,Entry,9
742,S00742,50000,4,Entry,3
743,S00743,38900,1,Entry,4
744,S00744,48300,5,Entry,3
745,S00745,57800,7,Mid,8
746,S00746,45300,4,Entry,9
747,S00747,62600,7,Entry,8
748,S00748,51700,8,Senior,2
749,S00749,45500,2,Executive,10
750,S00750,67700,2,Mid,1
751,S00751,71600,5,Entry,5
752,S00752,67500,3,Mid,2
753,S00753,37900,4,Entry,3
754,S00754,67900,1,Entry,9
755,S00755,65000,4,Entry,3
756,S00756,32800,4,Executive,1
757,S00757,45000,4,Mid,9
758,S00758,68700,3,Entry,2
759,S00759,64300,2,Senior,10
760,S00760,42100,4,Entry,6
761,S00761,33700,8,Entry,7
762,S00762,69500,3,Mid,9
763,S00763,58400,6,Mid,8
764,S00764,50500,2,Entry,6
765,S00765,38000,1,Entry,4
766,S00766,60800,7,Entry,4
767,S00767,34500,6,Mid,4
768,S00768,36400,10,Entry,10
769,S00769,56000,4,Mid,2
770,S00770,64800,7,Entry,7
771,S00771,52100,6,Entry,1
772,S00772,44600,2,Entry,5
773,S00773,63300,4,Executive,4
774,S00774,32700,9,Mid,2
775,S00775,35700,8,Mid,9
776,S00776,66300,6,Mid,1
777,S00777,32300,1,Executive,4
778,S00778,25000,7,Entry,6
779,S00779,35200,1,Mid,4
780,S00780,66300,8,Mid,10
781,S00781,63400,3,Mid,10
782,S00782,28000,9,Senior,4
783,S00783,37700,5,Mid,2
784,S00784,27700,6,Senior,10
785,S00785,59500,4,Entry,9
786,S00786,31700,6,Entry,9
787,S00787,56800,9,Entry,1
788,S00788,46900,7,Senior,1
789,S00789,51400,2,Entry,8
790,S00790,25000,6,Mid,9
791,S00791,63400,9,Entry,3
792,S00792,73200,8,Senior,3
793,S00793,72200,1,Entry,2
794,S00794,51000,5,Mid,9
795,S00795,25000,6,Mid,2
796,S00796,44600,9,Entry,7
797,S00797,54000,4,Mid,2
798,S00798,52000,1,Entry,10
799,S00799,26800,6,Senior,10
800,S00800,60700,9,Entry,6
801,S00801,61600,6,Mid,3
802,S00802,61600,7,Entry,1
803,S00803,39200,10,Entry,6
804,S00804,28300,4,Entry,2
805,S00805,42700,2,Mid,7
806,S00806,67700,3,Mid,9
807,S00807,35500,1,Entry,1
808,S00808,37000,2,Senior,4
809,S00809,34100,7,Entry,5
810,S00810,43700,9,Entry,9
811,S00811,56200,9,Entry,3
812,S00812,60200,9,Entry,6
813,S00813,31100,1,Entry,5
814,S00814,65200,7,Entry,5
815,S00815,67300,7,Entry,2
816,S00816,45700,9,Senior,10
817,S00817,29200,9,Entry,5
818,S00818,68900,1,Entry,3
819,S00819,55600,10,Entry,2
820,S00820,78600,5,Entry,6
821,S00821,28400,2,Entry,1
822,S00822,54400,6,Mid,6
823,S00823,72000,2,Mid,8
