233,3,5,4,5
234,8,1,2,0
235,6,4,2,1
236,5,1,5,0
237,5,2,1,2
238,9,5,3,0
239,6,1,5,0
240,4,0,3,0
241,9,4,2,3
242,2,0,2,5
243,2,0,4,3
244,6,2,2,5
245,9,2,1,2
246,0,0,2,4
247,3,1,4,3
248,9,2,5,4
249,7,4,4,3
250,3,0,5,1
251,0,4,4,1
252,4,5,2,0
253,0,4,3,4
254,8,4,1,0
255,7,0,3,5
256,6,3,1,0
257,4,5,2,3
258,3,2,4,3
259,6,4,4,0
260,2,0,5,5
261,7,3,3,3
262,4,0,1,5
263,4,2,4,1
264,0,0,2,1
265,9,1,4,4
266,7,5,5,1
267,6,1,4,5
268,0,4,2,0
269,3,0,4,2
270,3,0,1,3
271,8,4,1,0
272,9,4,4,3
273,1,5,2,4
274,3,3,2,0
275,9,0,4,0
276,2,2,2,0
277,9,2,1,4
278,4,2,1,0
279,6,4,1,3
280,4,4,5,2
281,4,4,3,0
282,3,2,1,4
283,8,3,4,4
284,5,5,5,0
285,9,1,4,4
286,5,0,2,1
287,5,1,3,5
288,5,0,5,4
289,0,4,2,2
290,5,2,2,1
291,3,1,1,3
292,1,4,4,1
293,5,0,2,2
294,0,5,2,5
295,0,5,2,1
296,4,1,3,0
297,5,1,5,4
298,1,1,1,0
299,9,1,5,0
300,7,1,2,0
301,3,4,3,1
302,3,0,2,3
303,9,0,4,5
304,4,3,5,4
305,9,2,1,1
306,3,5,3,5
307,4,1,5,0
308,9,5,2,2
309,2,0,1,2
310,7,2,3,0
311,5,2,2,3
312,7,4,2,5
313,4,1,5,4
314,6,3,2,5
315,9,2,2,1
316,6,4,3,3
317,5,1,2,2
318,9,0,4,0
319,3,3,4,1
320,5,1,1,3
321,8,4,4,5
322,3,5,4,3
323,5,4,5,3
324,5,4,4,5
325,2,4,2,1
326,3,4,5,4
327,2,3,4,5
328,2,2,2,1
329,9,2,1,5
330,3,0,5,0
331,3,2,2,1
332,5,4,5,3
333,3,2,1,4
334,5,5,1,4
335,1,5,5,0
336,3,2,2,0
337,1,4,3,2
338,7,3,5,2
339,8,4,3,2
340,6,2,2,1
341,5,2,4,4
342,7,0,5,0
343,3,4,1,2
344,9,0,4,0
345,1,0,2,2
346,3,1,1,1
347,4,5,5,5
348,8,0,2,1
349,4,5,5,3
350,8,2,4,0
351,8,2,5,5
352,7,1,1,5
353,4,1,5,3
354,1,4,4,5
355,4,1,4,1
356,0,3,1,5
357,7,2,3,1
358,1,2,3,5
359,6,5,5,5
360,1,1,4,0
361,4,5,2,3
362,9,1,2,5
363,6,2,4,5
364,5,1,2,3
365,4,4,1,3
366,5,1,5,0
367,1,1,4,0
368,9,4,5,0
369,0,4,1,4
370,0,4,2,5
371,7,5,4,1
372,2,2,1,4
373,2,1,1,4
374,8,4,5,1
375,5,4,4,5
376,3,2,5,2
377,3,3,5,2
378,6,1,1,2
379,5,3,5,0
380,1,3,2,0
381,8,4,2,3
382,1,5,1,3
383,7,2,5,4
384,3,1,2,3
385,9,1,3,0
386,0,1,3,4
387,0,5,5,3
388,8,3,1,3
389,3,0,2,2
390,0,2,4,0
391,2,0,4,4
392,2,3,2,1
393,6,4,5,5
394,5,0,3,3
395,7,0,3,0
396,6,2,2,4
397,0,3,3,5
398,2,2,2,0
399,8,4,1,0
400,3,5,3,4
401,2,5,5,2
402,4,5,3,5
403,7,1,2,2
404,0,5,4,3
405,1,5,3,2
406,6,3,2,3
407,0,5,3,3
408,4,5,3,4
409,9,4,3,0
410,7,4,4,1
411,5,0,2,1
412,2,2,1,2
413,6,0,5,4
414,2,0,4,1
415,4,1,5,0
416,6,2,5,3
417,1,1,1,3
418,9,5,3,4
419,3,4,1,2
420,1,5,5,0
421,6,1,4,2
422,2,4,5,2
423,8,0,5,4
424,5,5,1,3
425,0,1,2,2
426,9,5,5,2
427,7,2,2,0
428,6,1,3,5
429,0,4,5,3
430,2,3,1,2
431,2,5,3,5
432,2,5,4,1
433,6,2,5,5
434,5,4,1,1
435,1,5,5,3
436,4,3,1,3
437,5,5,1,4
438,1,2,2,5
439,0,3,5,2
440,3,0,1,1
441,3,0,1,5
442,3,5,3,1
443,0,1,5,3
444,2,1,3,3
445,6,1,2,0
446,3,1,2,0
447,1,5,1,3
448,7,3,1,0
449,0,2,1,3
450,8,2,5,5
451,4,1,5,3
452,1,0,4,4
453,3,4,1,0
454,2,1,3,2
455,6,1,4,2
456,5,5,5,5
457,8,0,5,4
458,3,4,1,2
459,2,3,3,2
460,6,3,3,5
461,5,4,2,5
462,4,4,1,4
463,9,3,5,1
464,6,1,1,4
465,4,1,1,4
466,8,5,2,0
467,3,0,2,2
468,0,4,4,2
469,9,1,1,1
470,4,1,5,4
471,0,0,2,3
472,0,4,4,1
473,0,0,4,1
474,0,0,4,2
475,7,3,5,2
476,1,0,2,2
477,8,4,3,2
478,6,1,5,1
479,2,1,1,5
480,8,3,3,4
481,3,4,5,5
482,6,1,2,5
483,2,0,4,2
484,4,2,5,0
485,3,2,1,1
486,5,2,1,3
487,8,2,1,3
488,4,0,3,4
489,0,1,4,1
490,4,3,5,1
491,4,0,3,1
492,8,1,5,5
493,7,4,2,0
494,4,1,2,0
495,4,1,5,5
496,1,1,3,2
497,8,0,1,5
498,3,1,3,3
499,6,1,3,5
500,9,4,5,0
501,5,4,3,3
502,4,2,2,5
503,4,5,5,1
504,6,0,5,0
505,1,1,5,3
506,8,2,3,0
507,1,2,4,1
508,8,0,1,1
509,3,5,1,1
510,9,2,2,2
511,9,2,5,5
512,5,0,1,3
513,0,3,3,2
514,4,2,3,4
515,5,4,3,4
516,8,2,2,0
517,8,0,5,0
518,8,0,1,0
519,2,5,5,2
520,3,3,5,5
521,7,3,3,1
522,7,5,1,0
523,1,5,2,0
524,7,4,5,5
525,6,4,4,4
526,8,2,3,1
527,4,3,4,2
528,1,4,2,5
529,4,2,2,1
530,1,1,2,4
531,4,2,2,2
532,8,4,1,3
533,6,2,4,0
534,6,1,3,2
535,0,4,4,4
536,8,2,1,1
537,5,4,5,2
538,6,5,2,4
539,1,5,5,5
540,0,2,2,2
541,3,0,3,0
542,8,4,2,5
543,8,4,2,1
544,2,5,5,5
545,0,5,5,1
546,1,4,5,2
547,8,4,1,5
548,8,5,2,4
549,0,2,5,0
550,8,3,1,0
551,0,2,3,2
552,9,1,3,3
553,3,0,2,5
554,4,2,5,2
555,7,2,2,5
556,4,4,2,0
557,4,1,2,5
558,3,4,1,1
559,8,5,2,2
560,7,4,3,2
561,8,3,5,1
562,6,0,4,5
563,6,3,4,2
564,4,4,4,4
565,9,0,5,1
566,0,2,2,1
567,5,1,5,5
568,9,3,5,1
569,5,1,1,0
570,9,4,5,2
571,3,0,1,3
572,1,5,3,2
573,0,2,1,2
574,2,0,4,0
575,8,5,1,4
576,0,1,3,4
577,4,1,5,0
578,9,2,4,0
579,5,5,1,0
580,8,5,2,2
581,0,2,5,0
582,4,0,4,3
583,0,3,4,1
584,1,0,1,4
585,1,1,5,5
586,4,0,5,3
587,9,4,2,5
588,3,0,2,4
589,5,0,4,2
590,4,5,4,2
591,1,4,3,0
592,8,1,4,4
593,9,2,2,2
594,7,0,1,2
595,8,3,3,5
596,5,5,4,5
597,4,5,2,4
598,4,2,3,2
599,1,3,1,0
600,3,0,1,2
601,1,3,2,3
602,1,5,5,3
603,7,2,2,0
604,3,3,2,3
605,3,3,2,5
606,6,2,5,2
607,3,2,4,3
608,8,2,4,3
609,8,5,1,2
610,2,2,4,4
611,5,4,2,0
612,6,0,4,4
613,2,5,5,4
614,3,2,4,3
615,0,1,2,1
616,8,3,4,4
617,6,2,1,2
618,9,2,4,2
619,6,0,1,2
620,8,2,3,1
621,5,5,5,1
622,7,4,1,5
623,4,1,3,0
624,7,1,3,1
625,9,2,2,0
626,0,0,3,5
627,2,5,5,2
628,3,5,5,1
629,8,2,5,3
630,7,3,5,5
631,7,5,2,3
632,1,5,4,3
633,6,5,1,1
634,2,1,2,1
635,5,5,2,1
636,3,3,1,3
637,5,4,1,2
638,3,1,4,4
639,2,1,4,2
640,1,4,5,1
641,3,3,4,4
642,9,2,4,5
643,1,0,1,4
644,6,3,3,2
645,0,4,5,3
646,0,5,5,0
647,4,5,2,3
648,6,4,4,3
649,0,5,4,4
650,3,4,1,1
651,4,1,4,1
652,1,2,2,4
653,6,1,1,3
654,3,1,5,2
655,7,1,4,5
656,0,4,4,0
657,9,3,2,3
658,0,0,2,3
659,0,0,1,0
660,3,2,5,2
661,0,2,2,0
662,4,4,2,4
663,5,0,5,0
664,6,3,3,0
665,7,4,1,3
666,7,2,3,3
667,1,4,5,1
668,3,2,4,0
669,6,0,1,4
670,8,4,5,1
671,8,1,5,5
672,2,5,1,0
673,6,2,3,3
674,3,1,4,4
675,8,2,3,2
676,6,1,2,1
677,5,0,3,3
678,8,0,2,2
679,6,3,1,0
680,7,3,2,4
681,4,3,5,3
682,3,4,2,3
683,0,2,5,4
684,7,4,5,3
685,5,3,3,3
686,3,2,4,0
687,2,4,3,1
688,4,0,3,2
689,3,2,5,5
690,6,3,4,4
691,5,0,5,2
692,2,2,4,4
693,9,4,2,5
694,0,5,5,4
695,6,5,3,3
696,4,3,5,5
697,0,4,1,5
698,0,0,1,0
699,5,0,1,4
700,3,0,3,5
701,7,2,3,2
702,1,3,1,1
703,3,5,3,2
704,7,0,3,5
705,7,4,3,0
706,4,3,1,1
707,2,5,2,3
708,3,4,2,2
709,2,4,4,2
710,1,0,5,5
711,3,3,2,4
712,8,1,4,4
713,5,2,2,1
714,3,1,1,3
715,0,2,4,4
716,6,3,1,5
717,1,5,1,2
718,5,0,4,1
719,9,3,4,4
720,0,1,2,4
721,6,4,2,0
722,3,2,5,1
723,2,2,2,1
724,9,1,4,5
725,6,0,2,3
726,2,3,4,4
727,7,1,5,1
728,3,3,4,5
729,2,0,5,3
730,6,4,5,4
731,6,3,5,2
732,8,0,1,0
733,9,1,3,3
734,6,5,4,0
735,5,4,2,2
736,2,4,3,1
737,3,4,3,4
738,7,2,1,1
739,5,5,4,0
740,8,0,4,1
741,7,3,2,1
742,7,1,1,3
743,9,4,3,5
744,9,4,4,3
745,6,4,1,2
746,9,0,5,3
747,0,1,4,3
748,4,0,3,3
749,6,1,5,3
750,9,3,5,5
751,8,2,5,2
752,3,1,3,3
753,7,5,1,3
754,0,0,4,0
755,3,0,1,3
756,3,0,3,2
757,1,2,2,5
758,2,1,4,2
759,2,1,4,1
760,8,1,2,3
761,6,1,5,4
762,1,4,4,1
763,8,4,4,2
764,7,5,4,1
765,5,0,3,4
766,5,4,2,0
767,1,1,4,4
768,2,1,2,5
769,5,4,5,5
770,2,3,4,1
771,6,5,1,3
772,4,0,1,0
773,3,2,1,5
774,7,5,1,4
775,1,0,3,3
776,2,0,5,4
777,9,0,4,2
778,3,5,5,3
779,9,5,1,2
780,5,4,5,0
781,4,0,5,0
782,4,1,3,0
783,6,0,1,0
784,7,1,2,2
785,5,4,5,2
786,2,4,5,5
787,3,0,1,1
788,0,5,3,1
789,4,1,4,2
790,9,1,1,0
791,7,1,4,1
792,2,1,2,3
793,9,2,4,2
794,3,4,5,3
795,3,1,3,0
796,5,2,2,5
797,8,2,3,2
798,9,4,3,1
799,2,3,4,5
800,3,0,3,1
801,5,4,2,3
802,5,3,3,2
803,6,5,2,5
804,0,0,5,0
805,8,0,5,4
806,1,0,4,4
807,3,2,1,5
808,2,1,5,0
809,2,0,1,1
810,4,1,2,4
811,6,0,1,0
812,6,2,3,5
813,6,5,2,5
814,2,0,3,5
815,8,4,1,3
816,5,3,3,1
817,9,0,2,0
818,7,3,3,5
819,0,3,1,3
820,3,2,3,2
821,6,5,3,4
822,8,3,4,4
823,2,2,2,4
824,5,5,4,0
825,7,0,1,2
826,2,1,5,0
827,5,2,1,5
828,8,3,1,0
829,8,3,1,2
830,5,0,1,5
831,4,2,4,5
832,0,0,1,3
833,2,2,3,5
834,2,1,1,1
835,3,4,5,4
836,4,0,2,2
837,7,3,4,3
838,8,0,4,5
839,6,2,4,2
840,9,0,4,1
841,5,1,1,2
842,2,2,5,2
843,8,5,1,3
844,9,3,2,4
845,0,3,2,4
846,8,2,1,3
847,2,5,1,3
848,8,1,1,0
849,9,0,5,0
850,0,4,4,1
851,7,3,2,0
852,5,1,2,0
853,8,1,4,2
854,3,1,4,2
855,4,0,2,3
856,5,1,2,5
857,8,1,5,4
858,5,2,2,1
859,8,2,1,0
860,1,1,1,2
861,3,1,4,4
862,2,2,4,0
863,3,0,1,5
864,0,2,4,4
865,1,2,1,2
866,3,2,5,3
867,9,2,4,5
868,3,4,3,5
869,4,3,2,0
870,8,0,1,0
871,0,5,2,1
872,7,0,2,0
873,2,1,4,2
874,8,4,2,4
875,7,1,3,5
876,7,0,4,4
877,8,0,1,3
878,3,5,2,5
879,4,5,2,5
880,6,1,5,3
881,1,3,1,2
882,6,1,5,4
883,2,3,1,5
884,5,3,2,3
885,5,2,2,5
886,5,0,3,3
887,9,2,4,1
888,1,0,3,1
889,8,2,1,2
890,7,3,1,2
891,6,2,1,2
892,8,4,1,2
893,3,2,4,4
894,1,5,2,0
895,3,5,3,2
896,9,2,2,1
897,2,2,5,5
898,1,4,3,0
899,1,0,1,0
900,7,2,1,4
901,4,0,5,3
902,5,5,3,5
903,7,1,4,5
904,6,3,4,0
905,6,1,1,4
906,6,4,1,4
907,6,4,1,4
908,7,0,5,2
909,0,0,5,5
910,2,2,2,3
911,0,1,5,2
912,7,0,3,1
913,1,5,5,3
914,6,0,3,2
915,5,5,4,3
916,0,0,2,1
917,5,3,5,2
918,8,0,4,3
919,2,3,3,1
920,6,4,2,5
921,3,2,4,4
922,0,1,3,3
923,6,0,2,1
924,0,3,1,5
925,3,0,5,4
926,8,0,1,1
927,4,3,1,5
928,6,0,1,5
929,6,1,4,5
930,2,5,1,0
931,7,5,1,1
932,0,5,4,2
933,3,5,5,2
934,9,4,2,2
935,3,2,2,2
936,1,0,5,5
937,5,3,4,5
938,0,1,1,0
939,2,0,2,0
940,8,4,5,0
941,9,4,5,4
942,5,3,1,3
943,1,0,5,2
944,8,5,4,3
945,1,0,4,2
946,6,0,2,2
947,0,4,3,2
948,4,0,5,0
949,6,5,4,5
950,2,0,1,4
951,3,0,1,2
952,4,0,3,2
953,2,5,3,2
954,5,5,3,1
955,2,3,1,2
956,7,4,5,0
957,6,2,4,0
958,0,3,1,3
959,1,5,4,5
960,3,0,3,5
961,4,2,2,0
962,9,1,5,3
963,3,2,3,4
964,3,3,3,1
965,8,4,4,0
966,3,3,1,2
967,3,4,2,4
968,3,4,5,2
969,1,5,2,3
970,7,4,3,3
971,3,1,2,1
972,4,2,5,4
973,7,3,3,3
974,3,3,5,2
975,4,4,2,5
976,4,5,3,0
977,5,1,3,0
978,6,1,5,5
979,2,0,1,4
980,9,1,3,4
981,2,4,5,3
982,8,4,5,0
983,0,2,5,5
984,9,4,1,1
985,7,2,4,5
986,9,1,3,1
987,2,0,2,5
988,4,5,5,5
989,2,3,2,5
990,9,4,5,5
991,0,1,5,5
992,9,4,3,5
993,4,2,1,1
994,7,1,1,1
995,4,3,2,3
996,3,2,4,5
997,8,1,1,2
998,0,5,1,1
999,4,5,4,3
1000,0,3,1,1
1001,5,5,3,1
1002,9,2,3,5
1003,8,3,2,2
1004,1,1,2,1
1005,3,2,2,3
1006,7,5,3,5
1007,2,0,2,3
1008,6,4,2,0
1009,6,5,3,4
1010,1,0,4,1
1011,9,3,2,5
1012,3,1,1,1
1013,0,4,3,3
1014,7,1,4,1
1015,9,3,1,5
1016,9,1,1,3
1017,8,2,5,0
1018,0,2,4,5
1019,6,5,5,1
1020,0,5,3,5
1021,0,5,4,5
1022,8,5,5,0
1023,9,3,3,0
1024,9,1,2,4
1025,5,5,1,3
1026,0,3,3,0
1027,6,4,4,3
1028,2,5,1,4
1029,9,1,1,3
1030,3,2,3,5
1031,3,0,2,4
1032,7,2,3,1
1033,0,1,5,4
1034,7,1,5,4
1035,8,1,5,4
1036,6,1,4,2
1037,0,5,3,0
1038,6,4,1,3
1039,5,0,4,5
1040,4,5,5,3
1041,4,2,4,2
1042,0,4,1,1
1043,5,3,4,5
1044,3,1,2,0
1045,0,2,5,0
1046,7,3,3,0
1047,7,0,5,0
1048,3,2,5,2
1049,6,4,3,3
1050,2,5,3,1
1051,7,3,1,5
1052,6,2,1,5
1053,4,5,2,1
1054,4,5,4,1
1055,8,5,4,2
1056,5,4,4,2
1057,5,1,5,4
1058,1,2,5,2
1059,4,5,3,0
1060,3,1,2,3
1061,9,5,2,1
1062,2,3,4,2
1063,8,3,3,3
1064,6,3,4,0
1065,3,1,5,2
1066,8,1,3,2
1067,8,5,4,3
1068,6,4,2,5
1069,4,2,1,5
1070,8,4,5,0
1071,6,1,4,2
1072,8,2,3,3
1073,2,3,3,0
1074,8,4,4,2
1075,0,4,2,5
1076,4,4,4,2
1077,1,1,5,1
1078,0,2,3,4
1079,2,3,5,0
1080,6,1,1,3
1081,2,3,2,1
1082,9,0,4,2
1083,9,0,4,3
1084,8,3,2,1
1085,2,0,3,1
1086,5,2,4,5
1087,1,2,2,5
1088,7,1,4,4
1089,9,3,3,5
1090,4,1,2,1
1091,1,2,3,0
1092,6,2,4,4
1093,2,2,2,4
1094,4,4,1,2
1095,8,0,4,2
1096,0,1,2,0
1097,1,1,1,3
1098,4,2,2,5
1099,3,4,5,5
1100,0,1,5,0
1101,6,5,2,4
1102,8,1,2,2
1103,0,4,5,0
1104,7,2,4,2
1105,8,4,5,0
1106,1,0,5,5
1107,0,1,5,0
1108,5,0,3,1
1109,6,1,4,0
1110,1,0,3,2
1111,4,1,4,0
1112,4,5,3,3
1113,6,2,3,5
1114,0,5,2,5
1115,9,3,5,1
1116,7,4,2,0
1117,4,1,2,3
1118,2,4,2,2
1119,8,1,1,3
1120,2,3,4,5
1121,6,2,2,1
1122,9,2,2,2
1123,6,4,1,0
1124,9,5,1,0
1125,7,3,5,3
1126,9,4,2,0
1127,7,2,4,2
1128,3,0,2,5
1129,0,4,5,2
1130,3,1,2,0
1131,5,2,1,3
1132,9,1,1,0
1133,5,3,5,5
1134,5,5,5,4
1135,6,5,1,0
1136,0,2,1,1
1137,9,2,2,0
1138,0,5,5,5
1139,6,4,2,4
1140,3,5,1,1
1141,5,5,4,3
1142,5,4,5,1
1143,8,1,2,2
1144,1,4,5,5
1145,3,0,4,4
1146,3,2,3,2
1147,6,5,1,2
1148,0,3,4,1
1149,4,2,3,1
1150,3,5,2,2
1151,1,1,4,5
1152,4,5,3,3
1153,8,4,4,0
1154,7,2,3,0
1155,8,4,2,4
1156,6,5,2,1
1157,9,1,2,0
1158,6,4,2,3
1159,1,3,2,4
1160,2,5,3,5
1161,9,1,2,1
1162,7,2,4,0
1163,1,2,4,2
1164,6,3,2,3
1165,5,0,4,3
1166,9,4,2,1
1167,3,5,4,5
1168,3,2,5,3
1169,2,5,1,1
1170,5,3,4,3
1171,2,4,4,0
1172,8,1,1,5
1173,3,5,5,1
1174,3,3,1,3
1175,1,1,4,0
1176,1,1,2,5
1177,6,1,5,0
1178,4,4,4,0
1179,2,0,2,5
1180,5,5,2,1
1181,5,1,5,1
1182,0,2,4,3
1183,2,4,3,5
1184,4,4,2,5
1185,6,1,1,5
1186,3,2,3,2
1187,7,3,1,2
1188,2,4,5,4
1189,5,1,2,2
1190,5,5,2,5
1191,8,1,5,2
1192,3,5,2,3
1193,6,5,3,1
1194,9,0,3,2
1195,0,0,5,4
1196,0,3,4,3
1197,1,3,2,0
1198,3,5,3,0
1199,5,3,1,4
1200,3,3,2,1
1201,5,1,3,5
1202,1,1,3,0
1203,8,1,3,1
1204,2,2,4,2
1205,6,5,5,2
1206,0,3,4,2
1207,7,2,1,0
1208,3,4,1,0
1209,4,5,5,1
1210,6,4,5,1
1211,2,1,3,5
1212,8,4,1,4
1213,8,1,3,5
1214,7,5,5,2
1215,0,5,1,3
1216,1,3,3,3
1217,1,2,2,2
1218,2,1,2,4
1219,1,0,3,5
1220,0,0,4,1
1221,4,3,3,0
1222,5,2,1,4
1223,6,1,5,4
1224,9,3,3,2
1225,6,2,1,1
1226,1,0,1,3
1227,6,1,2,3
1228,1,2,3,5
1229,1,4,4,5
1230,5,1,4,3
1231,5,4,5,4
1232,7,5,5,5
1233,4,5,2,0
1234,4,5,3,1
1235,9,3,5,0
1236,0,2,3,3
1237,3,5,4,0
1238,0,2,1,4
1239,9,2,4,2
1240,4,2,2,0
1241,7,1,3,5
1242,0,4,1,0
1243,2,4,1,0
1244,0,3,2,5
1245,5,5,1,3
1246,9,3,3,0
1247,0,2,4,1
1248,9,0,3,4
1249,2,0,5,1
1250,4,2,1,1
1251,4,5,1,3
1252,1,4,3,0
1253,2,3,2,4
1254,8,1,3,4
1255,0,0,4,4
1256,0,3,2,0
1257,1,0,1,4
1258,7,4,1,4
1259,5,4,2,2
1260,3,2,2,2
1261,6,2,2,4
1262,5,0,1,5
1263,8,0,1,1
1264,5,3,1,5
1265,1,2,1,0
1266,2,4,1,1
1267,8,5,3,1
1268,6,3,3,0
1269,5,3,3,0
1270,4,1,2,3
1271,2,5,1,3
1272,3,4,3,3
1273,0,3,2,4
1274,4,5,4,5
1275,6,1,5,4
1276,1,5,4,4
1277,7,2,4,5
1278,9,4,5,3
1279,5,2,2,5
1280,9,1,5,0
1281,2,4,2,4
1282,1,0,4,0
1283,7,0,5,5
1284,3,0,4,3
1285,6,5,5,0
1286,6,3,5,4
1287,9,5,1,0
1288,8,5,3,3
1289,9,5,3,4
1290,7,5,4,4
1291,7,0,4,3
1292,6,3,4,1
1293,9,3,1,2
1294,4,1,1,3
1295,8,0,4,5
1296,6,4,1,0
1297,2,5,5,1
1298,5,3,5,3
1299,2,1,5,2
1300,5,3,3,4
1301,7,4,5,5
1302,8,4,3,2
1303,1,0,5,2
1304,5,3,4,5
1305,2,4,3,3
1306,6,2,1,4
1307,3,4,3,4
1308,4,4,2,2
1309,9,3,3,3
1310,5,5,5,4
1311,7,4,5,4
1312,1,1,5,0
1313,3,5,1,2
1314,3,4,4,1
1315,5,2,3,2
1316,3,4,1,3
1317,4,0,2,5
1318,4,3,3,5
1319,7,2,5,4
1320,3,1,1,4
1321,5,4,1,0
1322,6,4,3,4
1323,7,1,1,4
1324,8,4,1,5
1325,9,0,1,1
1326,7,5,3,2
1327,3,5,5,4
1328,3,2,1,3
1329,9,4,1,1
1330,4,1,4,1
1331,2,1,2,0
1332,1,2,4,3
1333,1,0,5,1
1334,8,2,4,2
1335,7,4,3,3
1336,5,5,4,2
1337,8,0,3,0
1338,4,0,4,0
1339,9,1,4,4
1340,0,0,2,2
1341,7,4,3,5
1342,2,4,5,2
1343,8,4,1,0
1344,0,5,5,5
1345,2,3,4,2
1346,0,0,5,3
1347,0,0,4,4
1348,5,4,4,4
1349,3,1,1,3
1350,9,5,2,1
1351,3,0,2,5
1352,4,3,1,5
1353,2,0,5,2
1354,1,2,3,1
1355,9,3,1,1
1356,7,1,4,2
1357,6,3,2,5
1358,9,3,2,0
1359,3,0,5,2
1360,1,3,3,0
1361,8,4,1,3
1362,7,5,4,0
1363,3,3,4,1
